"qseqid.x","gi","accession","mismatch_forward","forward_start","forward_stop","staxids","distinct_entries.x","qseqid.y","mismatch_reverse","reverse_start","reverse_stop","distinct_entries.y","product_length","taxid","species","superkingdom","kingdom","phylum","subphylum","superclass","class","subclass","order","family","subfamily","genus","infraorder","subcohort","superorder","superfamily","tribe","subspecies","subgenus","species.group","parvorder","varietas"
"forward_row_1",215400551,"EU874951.1",1,148,163,"57071",2,"reverse_row_1",1,378,363,2,230,57071,"Thenus orientalis",NA,"Metazoa","Arthropoda","Crustacea","Multicrustacea","Malacostraca","Eumalacostraca","Decapoda","Scyllaridae",NA,"Thenus","Achelata",NA,"Eucarida","Palinuroidea",NA,NA,NA,NA,NA,NA
"forward_row_1",261600077,"FJ945417.1",1,207,224,"681259",2,"reverse_row_1",0,486,469,2,279,681259,"Litoria nyakalensis",NA,"Metazoa","Chordata","Craniata","Sarcopterygii","Amphibia",NA,"Anura","Hylidae","Pelodryadinae","Litoria",NA,NA,"Batrachia","Hyloidea",NA,NA,NA,NA,NA,NA
"forward_row_1",307343920,"FN687956.1",0,178,195,"87756",2,"reverse_row_1",0,489,477,2,311,87756,"Diplodus vulgaris",NA,"Metazoa","Chordata","Craniata","Actinopterygii","Actinopteri","Neopterygii","Spariformes","Sparidae",NA,"Diplodus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"forward_row_1",307343953,"FN687989.1",0,178,195,"426098",2,"reverse_row_1",0,489,477,2,311,426098,"Eutrigla gurnardus",NA,"Metazoa","Chordata","Craniata","Actinopterygii","Actinopteri","Neopterygii","Perciformes","Triglidae",NA,"Eutrigla",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"forward_row_1",307343980,"FN688016.1",0,178,195,"179372",2,"reverse_row_1",0,489,477,2,311,179372,"Lepidorhombus boscii",NA,"Metazoa","Chordata","Craniata","Actinopterygii","Actinopteri","Neopterygii","Pleuronectiformes","Scophthalmidae",NA,"Lepidorhombus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"forward_row_1",307344037,"FN688073.1",0,178,195,"90074",2,"reverse_row_1",0,489,477,2,311,90074,"Microchirus variegatus",NA,"Metazoa","Chordata","Craniata","Actinopterygii","Actinopteri","Neopterygii","Pleuronectiformes","Soleidae",NA,"Microchirus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"forward_row_1",307344039,"FN688075.1",0,178,195,"106175",2,"reverse_row_1",0,489,477,2,311,106175,"Microstomus kitt",NA,"Metazoa","Chordata","Craniata","Actinopterygii","Actinopteri","Neopterygii","Pleuronectiformes","Pleuronectidae",NA,"Microstomus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"forward_row_2",307344045,"FN688081.1",0,178,195,"430080",2,"reverse_row_1",0,489,477,2,311,430080,"Mullus barbatus",NA,"Metazoa","Chordata","Craniata","Actinopterygii","Actinopteri","Neopterygii","Syngnathiformes","Mullidae",NA,"Mullus",NA,NA,NA,NA,NA,"Mullus barbatus barbatus",NA,NA,NA,NA
"forward_row_2",307344051,"FN688087.1",0,178,195,"87757",2,"reverse_row_1",0,489,477,2,311,87757,"Mullus surmuletus",NA,"Metazoa","Chordata","Craniata","Actinopterygii","Actinopteri","Neopterygii","Syngnathiformes","Mullidae",NA,"Mullus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"forward_row_1",307344083,"FN688119.1",0,178,195,"90067",2,"reverse_row_1",0,489,477,2,311,90067,"Pegusa impar",NA,"Metazoa","Chordata","Craniata","Actinopterygii","Actinopteri","Neopterygii","Pleuronectiformes","Soleidae",NA,"Pegusa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"forward_row_1",307344091,"FN688127.1",0,178,195,"8260",2,"reverse_row_1",0,489,477,2,311,8260,"Platichthys flesus",NA,"Metazoa","Chordata","Craniata","Actinopterygii","Actinopteri","Neopterygii","Pleuronectiformes","Pleuronectidae",NA,"Platichthys",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"forward_row_1",307344149,"FN688185.1",0,178,195,"65125",2,"reverse_row_1",0,489,477,2,311,65125,"Scophthalmus rhombus",NA,"Metazoa","Chordata","Craniata","Actinopterygii","Actinopteri","Neopterygii","Pleuronectiformes","Scophthalmidae",NA,"Scophthalmus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"forward_row_1",307344206,"FN688242.1",0,178,195,"90069",2,"reverse_row_1",0,489,477,2,311,90069,"Solea solea",NA,"Metazoa","Chordata","Craniata","Actinopterygii","Actinopteri","Neopterygii","Pleuronectiformes","Soleidae",NA,"Solea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"forward_row_1",307344222,"FN688258.1",0,178,195,"36212",2,"reverse_row_1",0,489,477,2,311,36212,"Trachurus trachurus",NA,"Metazoa","Chordata","Craniata","Actinopterygii","Actinopteri","Neopterygii","Carangiformes","Carangidae",NA,"Trachurus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"forward_row_1",307344234,"FN688270.1",0,178,195,"430084",2,"reverse_row_1",0,489,477,2,311,430084,"Trigla lyra",NA,"Metazoa","Chordata","Craniata","Actinopterygii","Actinopteri","Neopterygii","Perciformes","Triglidae",NA,"Trigla",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"forward_row_2",307566797,"HM588139.1",0,1073,1090,"370572",2,"reverse_row_1",0,1306,1289,2,233,370572,"Protopterus annectens",NA,"Metazoa","Chordata","Craniata","Sarcopterygii",NA,"Dipnomorpha","Ceratodontiformes","Protopteridae",NA,"Protopterus",NA,NA,"Ceratodontae",NA,NA,"Protopterus annectens annectens",NA,NA,NA,NA
"forward_row_1",357062907,"HQ619683.1",0,89,105,"1104627",2,"reverse_row_1",1,289,274,2,200,1104627,"Arthrobrachus flavipennis",NA,"Metazoa","Arthropoda","Hexapoda",NA,"Insecta","Pterygota","Coleoptera","Melyridae","Melyrinae","Arthrobrachus","Cucujiformia",NA,NA,"Cleroidea",NA,NA,NA,NA,NA,NA
"forward_row_2",375299432,"JQ256949.1",0,2130,2146,"192859",2,"reverse_row_1",0,2361,2346,2,231,192859,"Cercopithecus cephus",NA,"Metazoa","Chordata","Craniata","Sarcopterygii","Mammalia",NA,"Primates","Cercopithecidae","Cercopithecinae","Cercopithecus","Simiiformes",NA,"Euarchontoglires","Cercopithecoidea",NA,"Cercopithecus cephus cephodes",NA,NA,"Catarrhini",NA
"forward_row_1",667699059,"KJ907228.1",0,146,163,"40499",2,"reverse_row_1",0,416,399,2,270,40499,"Ocyurus chrysurus",NA,"Metazoa","Chordata","Craniata","Actinopterygii","Actinopteri","Neopterygii","Lutjaniformes","Lutjanidae","Lutjaninae","Ocyurus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"forward_row_2",733372902,"KM247363.1",0,2352,2365,"58512",2,"reverse_row_1",1,2587,2571,2,235,58512,"Cornufer vitiensis",NA,"Metazoa","Chordata","Craniata","Sarcopterygii","Amphibia",NA,"Anura","Ceratobatrachidae","Ceratobatrachinae","Cornufer",NA,NA,"Batrachia","Ranoidea",NA,NA,NA,NA,NA,NA
"forward_row_1",846327066,"KP146096.1",0,2011,2028,"1672241",2,"reverse_row_1",0,2274,2257,2,263,1672241,"Physalaemus nanus",NA,"Metazoa","Chordata","Craniata","Sarcopterygii","Amphibia",NA,"Anura","Leptodactylidae","Leiuperinae","Physalaemus",NA,NA,"Batrachia","Hyloidea",NA,NA,NA,NA,NA,NA
"forward_row_1",846327067,"KP146097.1",0,2013,2030,"1356045",2,"reverse_row_1",0,2274,2257,2,261,1356045,"Physalaemus spiniger",NA,"Metazoa","Chordata","Craniata","Sarcopterygii","Amphibia",NA,"Anura","Leptodactylidae","Leiuperinae","Physalaemus",NA,NA,"Batrachia","Hyloidea",NA,NA,NA,NA,NA,NA
"forward_row_1",955665794,"KT001463.1",0,2212,2229,"226563",2,"reverse_row_1",0,2452,2436,2,240,226563,"Nannosciurus melanotis",NA,"Metazoa","Chordata","Craniata","Sarcopterygii","Mammalia",NA,"Rodentia","Sciuridae","Callosciurinae","Nannosciurus",NA,NA,"Euarchontoglires",NA,"Callosciurini",NA,NA,NA,NA,NA
"forward_row_2",1036304770,"KX369036.1",0,2107,2124,"1860150",2,"reverse_row_1",0,2357,2340,2,250,1860150,"Pachyplichas yaldwyni",NA,"Metazoa","Chordata","Craniata","Sarcopterygii","Aves",NA,"Passeriformes","Acanthisittidae",NA,"Pachyplichas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"forward_row_2",1067189010,"KX495985.1",0,181,198,"1898971",2,"reverse_row_1",1,388,371,2,207,1898971,"Phyllodactylus delsolari",NA,"Metazoa","Chordata","Craniata","Sarcopterygii","Lepidosauria",NA,"Squamata","Phyllodactylidae",NA,"Phyllodactylus","Gekkota",NA,NA,NA,NA,NA,NA,NA,NA,NA
"forward_row_1",1173508636,"KX712146.1",0,2124,2141,"1975613",2,"reverse_row_1",0,2359,2342,2,235,1975613,"Mammuthus sp. Bechan Cave",NA,"Metazoa","Chordata","Craniata","Sarcopterygii","Mammalia",NA,"Proboscidea","Elephantidae",NA,"Mammuthus",NA,NA,"Afrotheria",NA,NA,NA,NA,NA,NA,NA
"forward_row_2",1109522773,"KY132227.1",0,1929,1942,"1923900",2,"reverse_row_1",0,2176,2159,2,247,1923900,"Kaloula indochinensis",NA,"Metazoa","Chordata","Craniata","Sarcopterygii","Amphibia",NA,"Anura","Microhylidae","Microhylinae","Kaloula",NA,NA,"Batrachia","Microhyloidea",NA,NA,NA,NA,NA,NA
"forward_row_2",1109522819,"KY132238.1",0,2353,2366,"1923903",2,"reverse_row_1",0,2599,2582,2,246,1923903,"Kaloula sp. NE Mindanao",NA,"Metazoa","Chordata","Craniata","Sarcopterygii","Amphibia",NA,"Anura","Microhylidae","Microhylinae","Kaloula",NA,NA,"Batrachia","Microhyloidea",NA,NA,NA,NA,NA,NA
"forward_row_1",1566350015,"KY410859.1",0,2155,2172,"64664",2,"reverse_row_1",0,2391,2374,2,236,64664,"Callosciurus caniceps",NA,"Metazoa","Chordata","Craniata","Sarcopterygii","Mammalia",NA,"Rodentia","Sciuridae","Callosciurinae","Callosciurus",NA,NA,"Euarchontoglires",NA,"Callosciurini",NA,NA,NA,NA,NA
"forward_row_1",1559952097,"KY410870.1",0,2180,2197,"226551",2,"reverse_row_1",0,2420,2403,2,240,226551,"Glyphotes simus",NA,"Metazoa","Chordata","Craniata","Sarcopterygii","Mammalia",NA,"Rodentia","Sciuridae","Callosciurinae","Glyphotes",NA,NA,"Euarchontoglires",NA,"Callosciurini",NA,NA,NA,NA,NA
"forward_row_1",1559952628,"KY410908.1",0,2184,2201,"2505933",2,"reverse_row_1",0,2424,2407,2,240,2505933,"Callosciurus melanogaster",NA,"Metazoa","Chordata","Craniata","Sarcopterygii","Mammalia",NA,"Rodentia","Sciuridae","Callosciurinae","Callosciurus",NA,NA,"Euarchontoglires",NA,"Callosciurini",NA,NA,NA,NA,NA
"forward_row_1",1559952700,"KY410913.1",0,2154,2171,"2505934",2,"reverse_row_1",0,2390,2373,2,236,2505934,"Callosciurus pygerythrus",NA,"Metazoa","Chordata","Craniata","Sarcopterygii","Mammalia",NA,"Rodentia","Sciuridae","Callosciurinae","Callosciurus",NA,NA,"Euarchontoglires",NA,"Callosciurini",NA,NA,NA,NA,NA
"forward_row_2",1559952742,"KY410916.1",0,2156,2173,"644236",2,"reverse_row_1",0,2391,2374,2,235,644236,"Callosciurus inornatus",NA,"Metazoa","Chordata","Craniata","Sarcopterygii","Mammalia",NA,"Rodentia","Sciuridae","Callosciurinae","Callosciurus",NA,NA,"Euarchontoglires",NA,"Callosciurini",NA,NA,NA,NA,NA
"forward_row_1",1559953052,"KY410938.1",0,2167,2184,"1620831",2,"reverse_row_1",0,2401,2384,2,234,1620831,"Sundasciurus hoogstraali",NA,"Metazoa","Chordata","Craniata","Sarcopterygii","Mammalia",NA,"Rodentia","Sciuridae","Callosciurinae","Sundasciurus",NA,NA,"Euarchontoglires",NA,"Callosciurini",NA,NA,NA,NA,NA
"forward_row_1",1559953095,"KY410941.1",0,2171,2188,"1620836",2,"reverse_row_1",0,2409,2392,2,238,1620836,"Sundasciurus rabori",NA,"Metazoa","Chordata","Craniata","Sarcopterygii","Mammalia",NA,"Rodentia","Sciuridae","Callosciurinae","Sundasciurus",NA,NA,"Euarchontoglires",NA,"Callosciurini",NA,NA,NA,NA,NA
"forward_row_1",1559953126,"KY410943.1",0,2157,2174,"1620830",2,"reverse_row_1",0,2395,2378,2,238,1620830,"Sundasciurus hippurus",NA,"Metazoa","Chordata","Craniata","Sarcopterygii","Mammalia",NA,"Rodentia","Sciuridae","Callosciurinae","Sundasciurus",NA,NA,"Euarchontoglires",NA,"Callosciurini",NA,NA,NA,NA,NA
"forward_row_2",1559953423,"KY410964.1",0,2145,2162,"461710",2,"reverse_row_1",0,2380,2363,2,235,461710,"Tamiops mcclellandii",NA,"Metazoa","Chordata","Craniata","Sarcopterygii","Mammalia",NA,"Rodentia","Sciuridae","Callosciurinae","Tamiops",NA,NA,"Euarchontoglires",NA,"Callosciurini",NA,NA,NA,NA,NA
"forward_row_1",1559953745,"KY410987.1",0,2194,2211,"1684337",2,"reverse_row_1",1,2432,2416,2,238,1684337,"Lariscus obscurus",NA,"Metazoa","Chordata","Craniata","Sarcopterygii","Mammalia",NA,"Rodentia","Sciuridae","Callosciurinae","Lariscus",NA,NA,"Euarchontoglires",NA,"Callosciurini",NA,NA,NA,NA,NA
"forward_row_1",1559953897,"KY410998.1",0,2164,2181,"693658",2,"reverse_row_1",0,2402,2385,2,238,693658,"Funambulus layardi",NA,"Metazoa","Chordata","Craniata","Sarcopterygii","Mammalia",NA,"Rodentia","Sciuridae","Callosciurinae","Funambulus",NA,NA,"Euarchontoglires",NA,"Funambulini",NA,NA,NA,NA,NA
"forward_row_1",1188497379,"KY987556.1",0,2012,2029,"30535",2,"reverse_row_1",1,2248,2231,2,236,30535,"Tayassu pecari",NA,"Metazoa","Chordata","Craniata","Sarcopterygii","Mammalia",NA,"Artiodactyla","Tayassuidae",NA,"Tayassu",NA,NA,"Laurasiatheria",NA,NA,NA,NA,NA,NA,NA
"forward_row_2",1050359,"L41466.1",0,155,172,"43627",2,"reverse_row_1",0,368,352,2,213,43627,"Sceloporus magister",NA,"Metazoa","Chordata","Craniata","Sarcopterygii","Lepidosauria",NA,"Squamata","Phrynosomatidae","Phrynosomatinae","Sceloporus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"forward_row_1",2050454726,"LC633294.1",0,195,211,"2838954",2,"reverse_row_1",1,381,366,2,186,2838954,"Vinaphilus unicus",NA,"Metazoa","Arthropoda","Myriapoda",NA,"Chilopoda","Pleurostigmophora","Geophilomorpha","Gonibregmatidae",NA,"Vinaphilus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"forward_row_1",687628568,"LK394275.1",1,1654,1668,"57078",2,"reverse_row_1",1,1983,1968,2,329,57078,"Dicrocoelium dendriticum",NA,"Metazoa","Platyhelminthes",NA,NA,"Trematoda","Digenea","Plagiorchiida","Dicrocoeliidae",NA,"Dicrocoelium",NA,NA,NA,"Gorgoderoidea",NA,NA,NA,NA,NA,NA
"forward_row_1",2031777360,"LR884211.1",0,2148,2165,"9925",2,"reverse_row_1",0,2382,2365,2,234,9925,"Capra hircus",NA,"Metazoa","Chordata","Craniata","Sarcopterygii","Mammalia",NA,"Artiodactyla","Bovidae","Caprinae","Capra","Pecora",NA,"Laurasiatheria",NA,NA,NA,NA,NA,NA,NA
"forward_row_1",2031966777,"LR999119.1",0,153,169,"2201859",2,"reverse_row_1",1,368,353,2,215,2201859,"Stictotarsus minipi",NA,"Metazoa","Arthropoda","Hexapoda",NA,"Insecta","Pterygota","Coleoptera","Dytiscidae","Hydroporinae","Stictotarsus",NA,NA,NA,"Dytiscoidea","Hydroporini",NA,NA,NA,NA,NA
"forward_row_1",1280120369,"MF134660.1",0,2165,2182,"1983743",2,"reverse_row_1",0,2404,2387,2,239,1983743,"Haringtonhippus francisci",NA,"Metazoa","Chordata","Craniata","Sarcopterygii","Mammalia",NA,"Perissodactyla","Equidae",NA,"Haringtonhippus",NA,NA,"Laurasiatheria",NA,NA,NA,NA,NA,NA,NA
"forward_row_1",1278208963,"MF669490.1",1,2168,2185,"9742",3,"reverse_row_1",0,2402,2385,3,234,9742,"Phocoena phocoena",NA,"Metazoa","Chordata","Craniata","Sarcopterygii","Mammalia",NA,"Artiodactyla","Phocoenidae",NA,"Phocoena","Cetacea",NA,"Laurasiatheria",NA,NA,NA,NA,NA,"Odontoceti",NA
"forward_row_1",1487658299,"MG010488.1",1,179,194,"2447876",2,"reverse_row_1",1,415,400,2,236,2447876,"Macrotritopus defilippi",NA,"Metazoa","Mollusca",NA,NA,"Cephalopoda","Coleoidea","Octopoda","Octopodidae",NA,"Macrotritopus",NA,NA,"Octopodiformes",NA,NA,NA,NA,NA,NA,NA
"forward_row_1",1487658335,"MG010524.1",1,178,193,"1423835",2,"reverse_row_1",1,412,397,2,234,1423835,"Octopus hummelincki",NA,"Metazoa","Mollusca",NA,NA,"Cephalopoda","Coleoidea","Octopoda","Octopodidae",NA,"Octopus",NA,NA,"Octopodiformes",NA,NA,NA,NA,NA,NA,NA
"forward_row_1",1487658344,"MG010533.1",1,178,193,"2447850",2,"reverse_row_1",1,413,398,2,235,2447850,"Amphioctopus burryi",NA,"Metazoa","Mollusca",NA,NA,"Cephalopoda","Coleoidea","Octopoda","Octopodidae",NA,"Amphioctopus",NA,NA,"Octopodiformes",NA,NA,NA,NA,NA,NA,NA
"forward_row_1",1487658345,"MG010534.1",1,178,193,"2447852",2,"reverse_row_1",1,414,399,2,236,2447852,"Octopus sp. octo75",NA,"Metazoa","Mollusca",NA,NA,"Cephalopoda","Coleoidea","Octopoda","Octopodidae",NA,"Octopus",NA,NA,"Octopodiformes",NA,NA,NA,NA,NA,NA,NA
"forward_row_1",1487658347,"MG010536.1",1,178,193,"2447854",2,"reverse_row_1",1,412,397,2,234,2447854,"Octopus sp. octo92",NA,"Metazoa","Mollusca",NA,NA,"Cephalopoda","Coleoidea","Octopoda","Octopodidae",NA,"Octopus",NA,NA,"Octopodiformes",NA,NA,NA,NA,NA,NA,NA
"forward_row_1",1487658348,"MG010537.1",1,179,194,"2447855",2,"reverse_row_1",1,414,399,2,235,2447855,"Octopus sp. octo100",NA,"Metazoa","Mollusca",NA,NA,"Cephalopoda","Coleoidea","Octopoda","Octopodidae",NA,"Octopus",NA,NA,"Octopodiformes",NA,NA,NA,NA,NA,NA,NA
"forward_row_1",1487658349,"MG010538.1",1,179,194,"2447856",2,"reverse_row_1",1,415,400,2,236,2447856,"Octopus sp. octo101",NA,"Metazoa","Mollusca",NA,NA,"Cephalopoda","Coleoidea","Octopoda","Octopodidae",NA,"Octopus",NA,NA,"Octopodiformes",NA,NA,NA,NA,NA,NA,NA
"forward_row_1",1487658350,"MG010539.1",1,179,194,"2447857",2,"reverse_row_1",1,415,400,2,236,2447857,"Octopus sp. octo102",NA,"Metazoa","Mollusca",NA,NA,"Cephalopoda","Coleoidea","Octopoda","Octopodidae",NA,"Octopus",NA,NA,"Octopodiformes",NA,NA,NA,NA,NA,NA,NA
"forward_row_1",1566350115,"MG021079.1",0,12899,12883,"2506508",2,"reverse_row_1",1,12693,12708,2,206,2506508,"Mimastra sp. REN-2018",NA,"Metazoa","Arthropoda","Hexapoda",NA,"Insecta","Pterygota","Coleoptera","Chrysomelidae","Galerucinae","Mimastra","Cucujiformia",NA,NA,"Chrysomeloidea","Luperini",NA,NA,NA,NA,NA
"forward_row_1",2178349475,"MK742875.1",0,13197,13181,"111875",2,"reverse_row_1",1,12999,13014,2,198,111875,"Drosophila jambulina",NA,"Metazoa","Arthropoda","Hexapoda",NA,"Insecta","Pterygota","Diptera","Drosophilidae","Drosophilinae","Drosophila","Muscomorpha",NA,NA,"Ephydroidea","Drosophilini",NA,"Sophophora","melanogaster group",NA,NA
"forward_row_1",2178349559,"MK742881.1",0,13197,13181,"67533",2,"reverse_row_1",1,12999,13014,2,198,67533,"Drosophila rufa",NA,"Metazoa","Arthropoda","Hexapoda",NA,"Insecta","Pterygota","Diptera","Drosophilidae","Drosophilinae","Drosophila","Muscomorpha",NA,NA,"Ephydroidea","Drosophilini",NA,"Sophophora","melanogaster group",NA,NA
"forward_row_1",1751581614,"MK881429.1",0,698,712,"317316",2,"reverse_row_1",0,964,947,2,266,317316,"Pristimantis curtipes",NA,"Metazoa","Chordata","Craniata","Sarcopterygii","Amphibia",NA,"Anura","Strabomantidae","Strabomantinae","Pristimantis",NA,NA,"Batrachia","Hyloidea",NA,NA,NA,NA,NA,NA
"forward_row_1",1934479816,"MN304803.1",0,1599,1616,"2779808",2,"reverse_row_1",0,1814,1797,2,215,2779808,"Geocapromys columbianus",NA,"Metazoa","Chordata","Craniata","Sarcopterygii","Mammalia",NA,"Rodentia","Capromyidae",NA,"Geocapromys",NA,NA,"Euarchontoglires",NA,NA,NA,NA,NA,NA,NA
"forward_row_1",1922070955,"MN807611.1",0,2128,2145,"498361",2,"reverse_row_1",0,2364,2347,2,236,498361,"Grammomys poensis",NA,"Metazoa","Chordata","Craniata","Sarcopterygii","Mammalia",NA,"Rodentia","Muridae","Murinae","Grammomys",NA,NA,"Euarchontoglires",NA,NA,NA,NA,NA,NA,NA
"forward_row_1",1823524963,"MN816302.1",0,2144,2161,"1497438",2,"reverse_row_1",0,2378,2361,2,234,1497438,"Casinycteris ophiodon",NA,"Metazoa","Chordata","Craniata","Sarcopterygii","Mammalia",NA,"Chiroptera","Pteropodidae","Rousettinae","Casinycteris",NA,NA,"Laurasiatheria","Pteropodoidea",NA,NA,NA,NA,NA,NA
"forward_row_1",1824434255,"MN921756.1",0,536,553,"2041065",2,"reverse_row_1",0,811,794,2,275,2041065,"Boana picturata",NA,"Metazoa","Chordata","Craniata","Sarcopterygii","Amphibia",NA,"Anura","Hylidae","Hylinae","Boana",NA,NA,"Batrachia","Hyloidea","Cophomantini",NA,NA,NA,NA,NA
