National Park Service Channel Islands,Prionace glauca,Scott Gabara,scott_gabara@nps.gov,blue shark,fish,,,,,,,,,,,,,,,,,,,,
National Park Service Channel Islands,Rathbunella hypoplecta,Scott Gabara,scott_gabara@nps.gov,stripedfin ronquil,fish,,,,,,,,,,,,,,,,,,,,
National Park Service Channel Islands,Rhacochilus toxotes,Scott Gabara,scott_gabara@nps.gov,rubberlip surfperch,fish,,,,,,,,,,,,,,,,,,,,
National Park Service Channel Islands,Rhacochilus vacca,Scott Gabara,scott_gabara@nps.gov,pile perch,fish,,,,,,,,,,,,,,,,,,,,
National Park Service Channel Islands,Rhinogobiops nicholsii,Scott Gabara,scott_gabara@nps.gov,blackeye goby,fish,,,,,,,,,,,,,,,,,,,,
National Park Service Channel Islands,Ronquilus jordani,Scott Gabara,scott_gabara@nps.gov,northern ronquil,fish,,,,,,,,,,,,,,,,,,,,
National Park Service Channel Islands,Sarda chiliensis,Scott Gabara,scott_gabara@nps.gov,Pacific bonito,fish,,,,,,,,,,,,,,,,,,,,
National Park Service Channel Islands,Sardinops sagax,Scott Gabara,scott_gabara@nps.gov,Pacific sardine,fish,,,,,,,,,,,,,,,,,,,,
National Park Service Channel Islands,Scomber japonicus,Scott Gabara,scott_gabara@nps.gov,Pacific mackerel,fish,,,,,,,,,,,,,,,,,,,,
National Park Service Channel Islands,Scorpaena guttata,Scott Gabara,scott_gabara@nps.gov,California scorpionfish,fish,,,,,,,,,,,,,,,,,,,,
National Park Service Channel Islands,Scorpaenichthys marmoratus,Scott Gabara,scott_gabara@nps.gov,cabezon,fish,,,,,,,,,,,,,,,,,,,,
National Park Service Channel Islands,Sebastes atrovirens,Scott Gabara,scott_gabara@nps.gov,kelp rockfish,fish,,,,,,,,,,,,,,,,,,,,
National Park Service Channel Islands,Sebastes atrovirens/carnatus/caurinus/chrysomelas,Scott Gabara,scott_gabara@nps.gov,KGB(C) complex,fish,,,,,,,,,,,,,,,,,,,,
National Park Service Channel Islands,Sebastes auriculatus,Scott Gabara,scott_gabara@nps.gov,brown rockfish,fish,,,,,,,,,,,,,,,,,,,,
National Park Service Channel Islands,Sebastes carnatus,Scott Gabara,scott_gabara@nps.gov,gopher rockfish,fish,,,,,,,,,,,,,,,,,,,,
National Park Service Channel Islands,Sebastes caurinus,Scott Gabara,scott_gabara@nps.gov,copper rockfish,fish,,,,,,,,,,,,,,,,,,,,
National Park Service Channel Islands,Sebastes chrysomelas,Scott Gabara,scott_gabara@nps.gov,black and yellow rockfish,fish,,,,,,,,,,,,,,,,,,,,
National Park Service Channel Islands,Sebastes dallii,Scott Gabara,scott_gabara@nps.gov,calico rockfish,fish,,,,,,,,,,,,,,,,,,,,
National Park Service Channel Islands,Sebastes diploproa,Scott Gabara,scott_gabara@nps.gov,splitnose rockfish,fish,,,,,,,,,,,,,,,,,,,,
National Park Service Channel Islands,Sebastes entomelas,Scott Gabara,scott_gabara@nps.gov,widow rockfish,fish,,,,,,,,,,,,,,,,,,,,
National Park Service Channel Islands,Sebastes flavidus,Scott Gabara,scott_gabara@nps.gov,yellowtail rockfish,fish,,,,,,,,,,,,,,,,,,,,
National Park Service Channel Islands,Sebastes hopkinsi,Scott Gabara,scott_gabara@nps.gov,squarespot rockfish,fish,,,,,,,,,,,,,,,,,,,,
National Park Service Channel Islands,Sebastes melanops,Scott Gabara,scott_gabara@nps.gov,black rockfish,fish,,,,,,,,,,,,,,,,,,,,
National Park Service Channel Islands,Sebastes miniatus,Scott Gabara,scott_gabara@nps.gov,vermillion rockfish,fish,,,,,,,,,,,,,,,,,,,,
National Park Service Channel Islands,Sebastes mystinus,Scott Gabara,scott_gabara@nps.gov,blue rockfish,fish,,,,,,,,,,,,,,,,,,,,
National Park Service Channel Islands,Sebastes paucispinis,Scott Gabara,scott_gabara@nps.gov,bocaccio,fish,,,,,,,,,,,,,,,,,,,,
National Park Service Channel Islands,Sebastes pinniger,Scott Gabara,scott_gabara@nps.gov,canary rockfish,fish,,,,,,,,,,,,,,,,,,,,
National Park Service Channel Islands,Sebastes rastrelliger,Scott Gabara,scott_gabara@nps.gov,grass rockfish,fish,,,,,,,,,,,,,,,,,,,,
National Park Service Channel Islands,Sebastes rosaceus,Scott Gabara,scott_gabara@nps.gov,rosy rockfish,fish,,,,,,,,,,,,,,,,,,,,
National Park Service Channel Islands,Sebastes saxicola,Scott Gabara,scott_gabara@nps.gov,stripetail rockfish,fish,,,,,,,,,,,,,,,,,,,,
National Park Service Channel Islands,Sebastes semicinctus,Scott Gabara,scott_gabara@nps.gov,halfbanded rockfish,fish,,,,,,,,,,,,,,,,,,,,
National Park Service Channel Islands,Sebastes serranoides,Scott Gabara,scott_gabara@nps.gov,olive rockfish,fish,,,,,,,,,,,,,,,,,,,,
National Park Service Channel Islands,Sebastes serriceps,Scott Gabara,scott_gabara@nps.gov,treefish,fish,,,,,,,,,,,,,,,,,,,,
National Park Service Channel Islands,Semicossyphus pulcher,Scott Gabara,scott_gabara@nps.gov,California sheephead,fish,,,,,,,,,,,,,,,,,,,,
National Park Service Channel Islands,Seriola lalandi,Scott Gabara,scott_gabara@nps.gov,yellowtail,fish,,,,,,,,,,,,,,,,,,,,
National Park Service Channel Islands,Sphyraena argentea,Scott Gabara,scott_gabara@nps.gov,Pacific barracuda,fish,,,,,,,,,,,,,,,,,,,,
National Park Service Channel Islands,Squatina californica,Scott Gabara,scott_gabara@nps.gov,Pacific angel shark,fish,,,,,,,,,,,,,,,,,,,,
National Park Service Channel Islands,Stereolepis gigas,Scott Gabara,scott_gabara@nps.gov,giant black sea bass,fish,,,,,,,,,,,,,,,,,,,,
National Park Service Channel Islands,Stichaeidae,Scott Gabara,scott_gabara@nps.gov,prickleback spp.,fish,,,,,,,,,,,,,,,,,,,,
National Park Service Channel Islands,Syngnathus spp.,Scott Gabara,scott_gabara@nps.gov,pipefish spp.,fish,,,,,,,,,,,,,,,,,,,,
National Park Service Channel Islands,Trachurus symmetricus,Scott Gabara,scott_gabara@nps.gov,jack mackerel,fish,,,,,,,,,,,,,,,,,,,,
National Park Service Channel Islands,Triakis semifasciata,Scott Gabara,scott_gabara@nps.gov,leopard shark,fish,,,,,,,,,,,,,,,,,,,,
National Park Service Channel Islands,Xystreurys liolepis,Scott Gabara,scott_gabara@nps.gov,fantail sole,fish,,,,,,,,,,,,,,,,,,,,
National Park Service Channel Islands,Chaetopterus sp.,Scott Gabara,scott_gabara@nps.gov,Annelida/Polychaeta,invertebrate,,,,,,,,,,,,,,,,,,,,
National Park Service Channel Islands,Diopatra ornata,Scott Gabara,scott_gabara@nps.gov,Annelida/Polychaeta,invertebrate,,,,,,,,,,,,,,,,,,,,
National Park Service Channel Islands,Dodecaceria concharum,Scott Gabara,scott_gabara@nps.gov,Annelida/Polychaeta,invertebrate,,,,,,,,,,,,,,,,,,,,
National Park Service Channel Islands,Dodecaceria fewkesi,Scott Gabara,scott_gabara@nps.gov,Annelida/Polychaeta,invertebrate,,,,,,,,,,,,,,,,,,,,
National Park Service Channel Islands,Eudistylia polymorpha,Scott Gabara,scott_gabara@nps.gov,Annelida/Polychaeta,invertebrate,,,,,,,,,,,,,,,,,,,,
National Park Service Channel Islands,Phragmatopoma californica ,Scott Gabara,scott_gabara@nps.gov,Annelida/Polychaeta,invertebrate,,,,,,,,,,,,,,,,,,,,
National Park Service Channel Islands,Pista elongata,Scott Gabara,scott_gabara@nps.gov,Annelida/Polychaeta,invertebrate,,,,,,,,,,,,,,,,,,,,
National Park Service Channel Islands,Salmacina tribranchiata,Scott Gabara,scott_gabara@nps.gov,Annelida/Polychaeta,invertebrate,,,,,,,,,,,,,,,,,,,,
National Park Service Channel Islands,Spirobranchus spinosus,Scott Gabara,scott_gabara@nps.gov,Annelida/Polychaeta,invertebrate,,,,,,,,,,,,,,,,,,,,
National Park Service Channel Islands,Anthopleura artemisia,Scott Gabara,scott_gabara@nps.gov,Anthozoa,invertebrate,,,,,,,,,,,,,,,,,,,,
National Park Service Channel Islands,Anthopleura elegantissima,Scott Gabara,scott_gabara@nps.gov,Anthozoa,invertebrate,,,,,,,,,,,,,,,,,,,,
National Park Service Channel Islands,Anthopleura sola,Scott Gabara,scott_gabara@nps.gov,Anthozoa,invertebrate,,,,,,,,,,,,,,,,,,,,
National Park Service Channel Islands,Anthopleura xanthogrammica   ,Scott Gabara,scott_gabara@nps.gov,Anthozoa,invertebrate,,,,,,,,,,,,,,,,,,,,
National Park Service Channel Islands,Astrangia haimei,Scott Gabara,scott_gabara@nps.gov,Anthozoa,invertebrate,,,,,,,,,,,,,,,,,,,,
National Park Service Channel Islands,Balanophyllia elegans,Scott Gabara,scott_gabara@nps.gov,Anthozoa,invertebrate,,,,,,,,,,,,,,,,,,,,
National Park Service Channel Islands,Corynactis californica,Scott Gabara,scott_gabara@nps.gov,Anthozoa,invertebrate,,,,,,,,,,,,,,,,,,,,
National Park Service Channel Islands,Eugorgia rubens,Scott Gabara,scott_gabara@nps.gov,Anthozoa,invertebrate,,,,,,,,,,,,,,,,,,,,
National Park Service Channel Islands,Lophogorgia chilensis ,Scott Gabara,scott_gabara@nps.gov,Anthozoa,invertebrate,,,,,,,,,,,,,,,,,,,,
National Park Service Channel Islands,Metridium senile,Scott Gabara,scott_gabara@nps.gov,Anthozoa,invertebrate,,,,,,,,,,,,,,,,,,,,
National Park Service Channel Islands,Metridium spp. ,Scott Gabara,scott_gabara@nps.gov,Anthozoa,invertebrate,,,,,,,,,,,,,,,,,,,,
National Park Service Channel Islands,Muricea farcimen,Scott Gabara,scott_gabara@nps.gov,Anthozoa,invertebrate,,,,,,,,,,,,,,,,,,,,
National Park Service Channel Islands,Muricea fruticosa,Scott Gabara,scott_gabara@nps.gov,Anthozoa,invertebrate,,,,,,,,,,,,,,,,,,,,
National Park Service Channel Islands,Urticina columbiana,Scott Gabara,scott_gabara@nps.gov,Anthozoa,invertebrate,,,,,,,,,,,,,,,,,,,,
National Park Service Channel Islands,Urticina coriacea,Scott Gabara,scott_gabara@nps.gov,Anthozoa,invertebrate,,,,,,,,,,,,,,,,,,,,
National Park Service Channel Islands,Urticina crassicornis,Scott Gabara,scott_gabara@nps.gov,Anthozoa,invertebrate,,,,,,,,,,,,,,,,,,,,
National Park Service Channel Islands,Urticina lofotensis,Scott Gabara,scott_gabara@nps.gov,Anthozoa,invertebrate,,,,,,,,,,,,,,,,,,,,
National Park Service Channel Islands,Urticina piscivora,Scott Gabara,scott_gabara@nps.gov,Anthozoa,invertebrate,,,,,,,,,,,,,,,,,,,,
National Park Service Channel Islands,Balanus nubilus,Scott Gabara,scott_gabara@nps.gov,Arthropoda/Crustacea,invertebrate,,,,,,,,,,,,,,,,,,,,
National Park Service Channel Islands,Cancer sp. ,Scott Gabara,scott_gabara@nps.gov,Arthropoda/Crustacea,invertebrate,,,,,,,,,,,,,,,,,,,,
National Park Service Channel Islands,Panulirus interruptus,Scott Gabara,scott_gabara@nps.gov,Arthropoda/Crustacea,invertebrate,,,,,,,,,,,,,,,,,,,,
National Park Service Channel Islands,Bugula californica,Scott Gabara,scott_gabara@nps.gov,Bryozoa,invertebrate,,,,,,,,,,,,,,,,,,,,
National Park Service Channel Islands,Bugula neritina,Scott Gabara,scott_gabara@nps.gov,Bryozoa,invertebrate,,,,,,,,,,,,,,,,,,,,
National Park Service Channel Islands,Celleporella sp.,Scott Gabara,scott_gabara@nps.gov,Bryozoa,invertebrate,,,,,,,,,,,,,,,,,,,,
National Park Service Channel Islands,Costazia costazii,Scott Gabara,scott_gabara@nps.gov,Bryozoa,invertebrate,,,,,,,,,,,,,,,,,,,,
National Park Service Channel Islands,Diaperoecia californica,Scott Gabara,scott_gabara@nps.gov,Bryozoa,invertebrate,,,,,,,,,,,,,,,,,,,,
National Park Service Channel Islands,Disporella separata,Scott Gabara,scott_gabara@nps.gov,Bryozoa,invertebrate,,,,,,,,,,,,,,,,,,,,
National Park Service Channel Islands,Heteropora pacifica,Scott Gabara,scott_gabara@nps.gov,Bryozoa,invertebrate,,,,,,,,,,,,,,,,,,,,
National Park Service Channel Islands,Hipporina mexicana,Scott Gabara,scott_gabara@nps.gov,Bryozoa,invertebrate,,,,,,,,,,,,,,,,,,,,
National Park Service Channel Islands,Membranipora villosa,Scott Gabara,scott_gabara@nps.gov,Bryozoa,invertebrate,,,,,,,,,,,,,,,,,,,,
National Park Service Channel Islands,Phidolopora labiata,Scott Gabara,scott_gabara@nps.gov,Bryozoa,invertebrate,,,,,,,,,,,,,,,,,,,,
National Park Service Channel Islands,Thalamoporella california,Scott Gabara,scott_gabara@nps.gov,Bryozoa,invertebrate,,,,,,,,,,,,,,,,,,,,
National Park Service Channel Islands,Watersipora subatra,Scott Gabara,scott_gabara@nps.gov,Bryozoa,invertebrate,,,,,,,,,,,,,,,,,,,,
National Park Service Channel Islands,Watersipora subtorquata,Scott Gabara,scott_gabara@nps.gov,Bryozoa,invertebrate,,,,,,,,,,,,,,,,,,,,
National Park Service Channel Islands,Apostichopus californicus ,Scott Gabara,scott_gabara@nps.gov,Echinoderms,invertebrate,,,,,,,,,,,,,,,,,,,,
National Park Service Channel Islands,Apostichopus parvimensis,Scott Gabara,scott_gabara@nps.gov,Echinoderms,invertebrate,,,,,,,,,,,,,,,,,,,,
National Park Service Channel Islands,Arbacia stellata ,Scott Gabara,scott_gabara@nps.gov,Echinoderms,invertebrate,,,,,,,,,,,,,,,,,,,,
National Park Service Channel Islands,Centrostephanus coronatus,Scott Gabara,scott_gabara@nps.gov,Echinoderms,invertebrate,,,,,,,,,,,,,,,,,,,,
National Park Service Channel Islands,Cucumaria miniata,Scott Gabara,scott_gabara@nps.gov,Echinoderms,invertebrate,,,,,,,,,,,,,,,,,,,,
National Park Service Channel Islands,Cucumaria piperata,Scott Gabara,scott_gabara@nps.gov,Echinoderms,invertebrate,,,,,,,,,,,,,,,,,,,,
National Park Service Channel Islands,Cucumaria salma,Scott Gabara,scott_gabara@nps.gov,Echinoderms,invertebrate,,,,,,,,,,,,,,,,,,,,
National Park Service Channel Islands,Dermasterias imbricata,Scott Gabara,scott_gabara@nps.gov,Echinoderms,invertebrate,,,,,,,,,,,,,,,,,,,,
National Park Service Channel Islands,Linckia columbiae,Scott Gabara,scott_gabara@nps.gov,Echinoderms,invertebrate,,,,,,,,,,,,,,,,,,,,
National Park Service Channel Islands,Lytechinus pictus,Scott Gabara,scott_gabara@nps.gov,Echinoderms,invertebrate,,,,,,,,,,,,,,,,,,,,
National Park Service Channel Islands,Mesocentrotus franciscanus,Scott Gabara,scott_gabara@nps.gov,Echinoderms,invertebrate,,,,,,,,,,,,,,,,,,,,
National Park Service Channel Islands,Ophiothrix spiculata,Scott Gabara,scott_gabara@nps.gov,Echinoderms,invertebrate,,,,,,,,,,,,,,,,,,,,
National Park Service Channel Islands,Pachythyone rubra,Scott Gabara,scott_gabara@nps.gov,Echinoderms,invertebrate,,,,,,,,,,,,,,,,,,,,
National Park Service Channel Islands,Patiria miniata ,Scott Gabara,scott_gabara@nps.gov,Echinoderms,invertebrate,,,,,,,,,,,,,,,,,,,,
National Park Service Channel Islands,Pisaster giganteus,Scott Gabara,scott_gabara@nps.gov,Echinoderms,invertebrate,,,,,,,,,,,,,,,,,,,,
National Park Service Channel Islands,Pisaster ochraceus,Scott Gabara,scott_gabara@nps.gov,Echinoderms,invertebrate,,,,,,,,,,,,,,,,,,,,
National Park Service Channel Islands,Pycnopodia helianthoides ,Scott Gabara,scott_gabara@nps.gov,Echinoderms,invertebrate,,,,,,,,,,,,,,,,,,,,
National Park Service Channel Islands,Strongylocentrotus purpuratus,Scott Gabara,scott_gabara@nps.gov,Echinoderms,invertebrate,,,,,,,,,,,,,,,,,,,,
National Park Service Channel Islands,Abietinaria spp.,Scott Gabara,scott_gabara@nps.gov,Hydroids spp.,invertebrate,,,,,,,,,,,,,,,,,,,,
National Park Service Channel Islands,Aglaophenia spp.,Scott Gabara,scott_gabara@nps.gov,Hydroids spp.,invertebrate,,,,,,,,,,,,,,,,,,,,
National Park Service Channel Islands,Obelia spp.,Scott Gabara,scott_gabara@nps.gov,Hydroids spp.,invertebrate,,,,,,,,,,,,,,,,,,,,
National Park Service Channel Islands,Plumularia spp.,Scott Gabara,scott_gabara@nps.gov,Hydroids spp.,invertebrate,,,,,,,,,,,,,,,,,,,,
National Park Service Channel Islands,Stylaster californicus,Scott Gabara,scott_gabara@nps.gov,Hydrozoa,invertebrate,,,,,,,,,,,,,,,,,,,,
National Park Service Channel Islands,Aplysia californica ,Scott Gabara,scott_gabara@nps.gov,Molluscs ,invertebrate,,,,,,,,,,,,,,,,,,,,
National Park Service Channel Islands,Chaceia ovoidea,Scott Gabara,scott_gabara@nps.gov,Molluscs ,invertebrate,,,,,,,,,,,,,,,,,,,,
National Park Service Channel Islands,Crassadoma gigantea,Scott Gabara,scott_gabara@nps.gov,Molluscs ,invertebrate,,,,,,,,,,,,,,,,,,,,
National Park Service Channel Islands,Crossata californica,Scott Gabara,scott_gabara@nps.gov,Molluscs ,invertebrate,,,,,,,,,,,,,,,,,,,,
National Park Service Channel Islands,Cryptochiton stelleri,Scott Gabara,scott_gabara@nps.gov,Molluscs ,invertebrate,,,,,,,,,,,,,,,,,,,,
National Park Service Channel Islands,Enteroctopus dofleini,Scott Gabara,scott_gabara@nps.gov,Molluscs ,invertebrate,,,,,,,,,,,,,,,,,,,,
