Family,ScientificName,ScientificNameAuthorship,CommonName,Notes,TaxonId
MICROCIONIDAE,"Jia jia","de Laubenfels, 1930",,,103608
MICROCIONIDAE,"Microciona microjoanna","de Laubenfels, 1930",,,104998
MICROCIONIDAE,"Microciona parthena","de Laubenfels, 1930",,,104999
MICROCIONIDAE,"Microciona prolifera",,,,105000
MICROCIONIDAE,"Ophlitaspongia pennata","(Lambe, 1895)",,,105008
MICROCIONIDAE,"Plocamia karykina","(de Laubenfels, 1927)",,,103571
MICROCIONIDAE,"Plocamia lithophoenix","(de Laubenfels, 1927)",,,103584
MICROCIONIDAE,"Plocamilla illgi","Bakus, 1966",,,103595
MICROCOTYLIDAE,"Bivagina punctipinnis",,,,107221
MICROCOTYLIDAE,"Microcotyle pacifica",,,,107211
MICROCOTYLIDAE,"Microcotyle sebastis",,,,107212
MICROCOTYLIDAE,"Microcotyle zalembius",,,,107213
MICROPHALLIDAE,"Ascorhytis charadriformis",,,,109454
MICROPHALLIDAE,"Maritrema laricola",,,,109434
MICROPHALLIDAE,"Odhneria odhneri",,,,109441
MICROPHASMIDAE,"Microphasma agassizi",,,,75667
MICROPORELLIDAE,"Fenestrulina malusii","(Audouin, 1826)",,,112048
MICROPORELLIDAE,"Fenestrulina malusii umbonata",,,,112938
MICROPORELLIDAE,"Microporella californica",,,,112043
MICROPORELLIDAE,"Microporella ciliata","(Pallas, 1766)",,,112038
MICROPORELLIDAE,"Microporella cribrosa","Osburn, 1952",,,167003
MICROPORELLIDAE,"Microporella pontifica","Osburn, 1952",,,167008
MICROPORELLIDAE,"Microporella stellata","(Verrill, 1879)",,,167010
MICROPORELLIDAE,"Microporella vibraculifera",,,,112041
MICROPORIDAE,"Micropora coriacea","(Johnston, 1847)",,,113607
MICROPORIDAE,"Mollia patellaria","(Moll, 1803)",,,167076
MILACIDAE,"Milax gagates","(Draparnaud, 1801)",,,7528
MILACIDAE,"Tandonia budapestensis","(Hazay, 1880)",,,143675
MILNESIIDAE,"Milnesium tardigradum","Doyère, 1840",,,161740
MIMONECTEOLIDAE,"Mimonecteola diomedeae","Woltereck, 1909",,,167035
MIMONECTIDAE,"Mimonectes loveni",,,,75645
MINYADIDAE,"Oceanactis diomedeae","(McMurrich, 1893)",,,162099
MITHRACIDAE,"Mithraculus denticulatus","(T. Bell, 1835)",,,75049
MITHRACIDAE,"Thoe erosa","Bell, 1835",,,169589
MITRIDAE,"Atrimitra catalinae","(Dall, 1919)",,,173116
MITRIDAE,"Atrimitra idae","(Melvill, 1893)",,,163611
MITRIDAE,"Atrimitra orientalis","(Gray, 1834)",,,179445
MITRIDAE,"Mitra catalinae","Dall, 1919",,,13698
MITRIDAE,"Mitra crenata","Broderip, 1836",,,13686
MITRIDAE,"Mitra fultoni","E. A. Smith, 1892","pitted miter",,13703
MITRIDAE,"Mitra idae","Melvill, 1893","half-pitted miter",,13710
MITRIDAE,"Mitra labecula","Herrmann & Dekkers, 2009",,,137560
MITRIDAE,"Mitra lens","(Wood, 1828)",,,120790
MITRIDAE,"Mitra mitra","(Linnaeus, 1758)",,,148566
MITRIDAE,"Mitra montereyi","Stillman, 1920",,,182877
MITRIDAE,"Mitra swainsonii","Broderip, 1836","Antillean miter",,13684
MITRIDAE,"Mitra tristis","Broderip, 1836",,,13690
MITRIDAE,"Neotiara crenata","(Broderip, 1836)",,,177276
MITRIDAE,"Neotiara fultoni","(E. A. Smith, 1892)",,,180385
MITRIDAE,"Ziba bacillum","(Lamarck, 1811)",,,122544
MITROCOMIDAE,"Earleria corachloeae","Widmer, Cailliet & Geller, 2010",,,136434
MITROCOMIDAE,"Earleria quadrata","(Hosia & Pages, 2007)",,,125765
MITROCOMIDAE,"Mitrocoma cellularia","(A. Agassiz, 1865)",,,30777
MITROMORPHIDAE,"Cymakra gracilior","(Tryon, 1884)",,,14322
MITROMORPHIDAE,"Lovellona peaseana","Finlay, 1927",,,137776
MITROMORPHIDAE,"Mitromorpha aspera","(Carpenter, 1864)",,,148567
MITROMORPHIDAE,"Mitromorpha carpenteri","Gilbert, 1954",,,13929
MITROMORPHIDAE,"Mitromorpha gracilior","Tryon, 1884",,,13928
MOERISIIDAE,"Moerisia gangetica","Kramp, 1958",,,34490
MOINIDAE,"Moina brachycephala","Goulden, 1968",,,53715
MOINIDAE,"Moina micrura","Kurz, 1874",,,53709
MOLGULIDAE,"Molgula manhattensis","(De Kay, 1843)",,,100562
MOLGULIDAE,"Molgula napiformis","Lambert, 1993",,,161759
MOLGULIDAE,"Molgula pyriformis","Herdman, 1881",,,100594
MOLGULIDAE,"Molgula regularis","Ritter, 1907",,,100565
MOLGULIDAE,"Molgula verrucifera","Ritter and Forsyth, 1917",,,100568
MOLPADIIDAE,"Ceraplectana trachyderma","H. L. Clark, 1908",,,26725
MOLPADIIDAE,"Molpadia granulata","(Ludwig, 1893)",,,175788
MOLPADIIDAE,"Molpadia intermedia","(Ludwig, 1894)",,,26700
MOLPADIIDAE,"Molpadia musculus","Risso, 1826",,,26703
MONHYSTERIDAE,"Omicronema litorium","Cobb, 1920",,,96427
MONILIFORMIDAE,"Moniliformis moniliformis","(Bremser, 1811)",,,248988
MONOCELIDIDAE,"Minona cornupenis",,,,106003
MONOCELIDIDAE,"Minona obscura",,,,106004
MONOCELIDIDAE,"Monocelis cincta",,,,106006
MONOCELIDIDAE,"Monocelis hopkinsi",,,,106007
MONOCELIDIDAE,"Monocelis tenella",,,,106008
MONOCOTYLIDAE,"Anoplocotyloides papillata",,,,107004
MONOCOTYLIDAE,"Dendromonocotyle californica","Olson & Jeffries, 1983",,,247108
MONOCOTYLIDAE,"Spinuris lophosoma",,,,107000
MONORCHIIDAE,"Telolecithus pugetensis",,,,109552
MOPALIIDAE,"Dendrochiton flectens","(Carpenter, 1864)",,,132728
MOPALIIDAE,"Dendrochiton gothicus","(Carpenter, 1864)",,,19992
MOPALIIDAE,"Dendrochiton semiliratus","Berry, 1927",,,19994
MOPALIIDAE,"Dendrochiton thamnoporus","(Berry, 1911)",,,19991
MOPALIIDAE,"Katharina tunicata","(Wood, 1815)","black katy",,19995
MOPALIIDAE,"Mopalia acuta","(Carpenter, 1855)",,,20006
MOPALIIDAE,"Mopalia ciliata","(G. B. Sowerby II, 1840)",,,19996
MOPALIIDAE,"Mopalia cirrata","Berry, 1919",,,19997
MOPALIIDAE,"Mopalia egretta","S. S. Berry, 1919",,,19998
MOPALIIDAE,"Mopalia ferreirai","R. N. Clark, 1991",,,19356
MOPALIIDAE,"Mopalia hindsii","(Reeve, 1847)",,,19999
MOPALIIDAE,"Mopalia imporcata","Carpenter, 1864",,,20000
MOPALIIDAE,"Mopalia kennerleyi","Carpenter, 1864",,,148574
MOPALIIDAE,"Mopalia laevior","Pilsbry, 1918",,,20001
MOPALIIDAE,"Mopalia lignosa","(Gould, 1846)",,,20002
MOPALIIDAE,"Mopalia lionota","Pilsbry, 1918",,,164646
MOPALIIDAE,"Mopalia lionotus","Pilsbry, 1918",,,20008
MOPALIIDAE,"Mopalia lowei","Pilsbry, 1918",,,20009
MOPALIIDAE,"Mopalia muscosa","(Gould, 1846)",,,20003
MOPALIIDAE,"Mopalia phorminx","Berry, 1919",,,20010
MOPALIIDAE,"Mopalia porifera","Pilsbry, 1893",,,20011
MOPALIIDAE,"Mopalia recurvans","Barnawell, 1960",,,20012
MOPALIIDAE,"Mopalia sinuata","Carpenter, 1864",,,20004
MOPALIIDAE,"Mopalia spectabilis","I. M. Cowan & G. M. Cowan, 1977",,,20013
MOPALIIDAE,"Mopalia swanii","Carpenter, 1864",,,20005
MOPALIIDAE,"Mopalia vespertina","(Gould, 1852)",,,138103
MOPALIIDAE,"Placiphorella borealis","Pilsbry, 1893","boreal veiled chiton",,20021
MOPALIIDAE,"Placiphorella laurae","R. N. Clark, 2019",,,209690
MOPALIIDAE,"Placiphorella mirabilis","R. N. Clark, 1994",,,19376
MOPALIIDAE,"Placiphorella pacifica","Berry, 1919",,,20014
MOPALIIDAE,"Placiphorella rufa","S. S. Berry, 1917","red veiled chiton",,20015
MOPALIIDAE,"Placiphorella velata","(Carpenter MS, Dall, 1879)","veiled chiton",,20017
MUCRONELLIDAE,"Parasmittina californica","(Robertson, 1908)",,,167540
MUCRONELLIDAE,"Parasmittina californiensis","(Robertson, 1908)",,,115784
MUCRONELLIDAE,"Parasmittina collifera","(Robertson, 1908)",,,183530
MUCRONELLIDAE,"Parasmittina trispinosa",,,,112090
MUCRONELLIDAE,"Porella marsupium","(Macgillivray, 1869)",,,112357
MUCRONELLIDAE,"Porella patens",,,,112055
MUCRONELLIDAE,"Porella porifera",,,,112053
MUCRONELLIDAE,"Rhamphostomella curvirostrata","O'Donoghue & O'Donoghue, 1923",,,158302
MUCRONELLIDAE,"Smittina abyssicola","(Harmer, 1957)",,,168500
MUCRONELLIDAE,"Smittina landsborovii","(Johnston, 1847)",,,112067
MUCRONELLIDAE,"Smittina reticulata","(Macgillivray, 1842)",,,112075
MUCRONELLIDAE,"Smittina spathulifera","(Hincks, 1884)",,,168502
MUCRONELLIDAE,"Smittina trispinosa","(Johnston, 1838)",,,112087
MUNIDOPSIDAE,"Galacantha diomedeae","Faxon, 1893",,,177356
MUNNIDAE,"Munna chromatocephala","Menzies, 1952",,,67229
MUNNIDAE,"Munna halei","Menzies, 1952",,,67231
MUNNIDAE,"Munna kroyeri","Goodsir, 1842",,,62209
MUNNIDAE,"Munna stephenseni","Gurjanova, 1933",,,67228
MUNNIDAE,"Uromunna ubiquita","(Menzies, 1952)",,,67247
MUNNOPSIDAE,"Betamorpha indentifrons","(Menzies, 1962C)",,,62460
MUNNOPSIDAE,"Betamorpha megista","Thistle & Hessler, 1977",,,62462
MUNNOPSIDAE,"Betamorpha profunda","(Menzies & George, 1972)",,,62463
MUNNOPSIDAE,"Eurycope californiensis","Schultz, 1966",,,67264
MUNNOPSIDAE,"Ilyarachna acarina","Menzies and J. L. Barnard, 1959",,,67274
MUNNOPSIDAE,"Ilyarachna profunda","Schultz, 1966",,,67275
MUNNOPSIDAE,"Munneurycope murrayi","(Walker, 1903)",,,63476
MUNNOPSIDAE,"Munnopsis abyssalis","Menzies & George, 1972",,,63483
MUNNOPSIDAE,"Munnopsoides tattersalli","Birstein, 1963A",,,63496
MUNNOPSIDAE,"Syneurycope parallela","Hansen, 1916",,,64134
MURCHISONELLIDAE,"Murchisonella occidentalis","(Hemphill, 1894)",,,138379
MURICIDAE,"Acanthais brevidentata","(W. Wood, 1828)",,,118887
MURICIDAE,"Acanthina lugubris","(G. B. Sowerby I, 1821)","dark unicorn",,12845
MURICIDAE,"Acanthina paucilirata","(Stearns, 1871)","checkered unicorn",,12842
MURICIDAE,"Acanthina punctulata","(G. B. Sowerby I, 1825)","spotted unicorn",,12843
MURICIDAE,"Acanthina spirata","(de Blainville, 1832)","angular unicorn",,12844
MURICIDAE,"Acanthinucella paucilirata","(Stearns, 1871)",,,118893
MURICIDAE,"Acanthinucella punctulata","(Gray in G.B. Sowerby I, 1835)",,,118894
MURICIDAE,"Acanthinucella spirata","(Blainville, 1832)",,,118895
MURICIDAE,"Aspella pyramidalis","(Broderip, 1833)",,,124367
MURICIDAE,"Austrotrophon catalinensis","(I. S. Oldroyd, 1927)","Catalina forreria",,12831
MURICIDAE,"Austrotrophon cerrosensis",,,,12830
MURICIDAE,"Babelomurex hindsi","(Carpenter, 1857)",,,127318
MURICIDAE,"Babelomurex oldroydi","(I. S. Oldroyd, 1929)",,,12911
MURICIDAE,"Babelomurex santacruzensis","(Emerson & D'Attilio, 1970)",,,238985
MURICIDAE,"Boreotrophon alaskanus","Dall, 1902",,,11368
MURICIDAE,"Boreotrophon albospinosus","(Willett, 1931)",,,12776
MURICIDAE,"Boreotrophon avalonensis","Dall, 1902","Avalon trophon",,12777
MURICIDAE,"Boreotrophon bentleyi","Dall, 1908",,,12778
MURICIDAE,"Boreotrophon clathratus","(Linnaeus, 1767)","clathrate trophon",,12764
MURICIDAE,"Boreotrophon disparilis","(Dall, 1891)","girdled trophon",,12781
MURICIDAE,"Boreotrophon eucymatus","Dall, 1902","grooved trophon",,12782
MURICIDAE,"Boreotrophon kabati","J. H. McLean, 1996",,,11370
MURICIDAE,"Boreotrophon keepi","(Strong and Hertlein, 1937)",,,11371
MURICIDAE,"Boreotrophon macouni","(Dall, 1910)",,,12783
MURICIDAE,"Boreotrophon multicostatus","(Eschscholtz, 1829)","ribbed trophon",,12765
MURICIDAE,"Boreotrophon orpheus","(Gould, 1849)","threaded trophon",,12770
MURICIDAE,"Boreotrophon pedroanus","(Arnold, 1903)",,,11372
MURICIDAE,"Boreotrophon raymondi","(Moody, 1916)",,,11373
MURICIDAE,"Boreotrophon rotundatus","(Dall, 1902)",,,12784
MURICIDAE,"Boreotrophon staphylinus","(Dall, 1919)",,,12785
MURICIDAE,"Boreotrophon stuarti","(E. A. Smith, 1880)","winged trophon",,12766
MURICIDAE,"Boreotrophon triangulatus","(Carpenter, 1864)","triangular trophon",,12774
MURICIDAE,"Boreotrophon tripherus","Dall, 1902","rotund trophon",,11374
MURICIDAE,"Boreotrophon truncatus","(Strom, 1768)","bobtail trophon",,12768
MURICIDAE,"Calcitrapessa leeana","(Dall, 1890)",,,119253
MURICIDAE,"Calotrophon turritus","(Dall, 1919)",,,116941
MURICIDAE,"Ceratostoma foliatum","(Gmelin, 1791)","foliate thornmouth",,12684
MURICIDAE,"Ceratostoma monoceros","(G. B. Sowerby II, 1841)",,,119354
MURICIDAE,"Ceratostoma nuttalli","(Conrad, 1837)",,,12685
MURICIDAE,"Chicoreus loebbeckei","(Kobelt, 1879)",,,119403
MURICIDAE,"Chicoreus paini","Houart, 1983",,,127970
MURICIDAE,"Coralliophila costata","(de Blainville, 1832)","California coralsnail",,12901
MURICIDAE,"Coralliophila monodonta","(Blainville, 1832)",,,119656
MURICIDAE,"Cymia tectum","(W. Wood, 1828)",,,119742
MURICIDAE,"Dermomurex scalaroides","(Blainville, 1829)",,,131675
MURICIDAE,"Drupella margariticola","(Broderip, 1833)",,,118055
MURICIDAE,"Eupleura grippi","Dall, 1911",,,12749
MURICIDAE,"Eupleura muriciformis","(Broderip, 1833)",,,12741
MURICIDAE,"Eupleura nitida","(Broderip, 1833)",,,12746
MURICIDAE,"Favartia incisa","(Broderip, 1833)",,,119963
MURICIDAE,"Favartia levicula","(Dall, 1889)",,,133463
MURICIDAE,"Favartia perita","(Hinds, 1844)",,,119970
MURICIDAE,"Favartia vittata","(Broderip, 1833)",,,133476
MURICIDAE,"Forreria belcheri","(Hinds, 1843)",,,12854
MURICIDAE,"Hexaplex brassica","(Lamarck, 1822)",,,120256
MURICIDAE,"Hexaplex erythrostomus","(Swainson, 1831)",,,120259
MURICIDAE,"Hexaplex nigritus","(Philippi, 1845)",,,120263
MURICIDAE,"Hexaplex princeps","(Broderip, 1833)",,,120264
MURICIDAE,"Hexaplex radix","(Gmelin, 1791)",,,120265
MURICIDAE,"Homalocantha oxyacantha","(Broderip, 1833)",,,120281
MURICIDAE,"Inermicosta inermicosta","(Vokes, 1964)",,,135004
MURICIDAE,"Latiaxis costatus","(Blainville, 1832)",,,12899
MURICIDAE,"Maxwellia gemma","(G. B. Sowerby II, 1879)","gem murex",,12840
MURICIDAE,"Maxwellia santarosana","(Dall, 1905)","Santa Rosa murex",,12841
MURICIDAE,"Mexacanthina angelica","(Oldroyd, 1918)",,,115468
MURICIDAE,"Mexacanthina lugubris","(G. B. Sowerby I, 1822)",,,115470
MURICIDAE,"Mipus matsumotoi","Kosuge, 1985",,,155679
MURICIDAE,"Morula nodulosa","(C. B. Adams, 1845)",,,120884
MURICIDAE,"Murexsul armatus","(A. Adams, 1854)",,,120914
MURICIDAE,"Naquetia barclayi","(Reeve, 1858)",,,120954
MURICIDAE,"Naquetia triqueter","(Born, 1778)",,,120956
MURICIDAE,"Neorapana muricata","(Broderip, 1832)",,,121035
MURICIDAE,"Neothais harpa","(Conrad, 1837)",,,139179
MURICIDAE,"Nipponotrophon lasius","(Dall, 1919)",,,12862
MURICIDAE,"Nipponotrophon scitulus","(Dall, 1891)",,,12863
MURICIDAE,"Nucella canaliculata","(Duclos, 1832)","channeled dogwinkle",,12733
MURICIDAE,"Nucella emarginata","(Deshayes, 1839)","emarginate dogwinkle",,12735
MURICIDAE,"Nucella freycinetii","(Deshayes, 1839)",,,139663
MURICIDAE,"Nucella lamellosa","(Gmelin, 1791)","frilled dogwinkle",,12734
MURICIDAE,"Nucella lapillus","(Linnaeus, 1758)","Atlantic dogwinkle",,12737
MURICIDAE,"Nucella lima","(Gmelin, 1791)","file dogwinkle",,12736
MURICIDAE,"Nucella ostrina","(Gould, 1852)",,,121114
MURICIDAE,"Ocenebra barbarensis","(Gabb, 1865)",,,12699
MURICIDAE,"Ocenebra beta","(Dall, 1919)",,,12696
MURICIDAE,"Ocenebra circumtexta","Stearns, 1871",,,12697
MURICIDAE,"Ocenebra crispatissima","S. S. Berry, 1953",,,12700
MURICIDAE,"Ocenebra foveolata","(Hinds, 1844)",,,12695
MURICIDAE,"Ocenebra gracillima","Stearns, 1871",,,12701
MURICIDAE,"Ocenebra grippi","(Dall, 1911)",,,12702
MURICIDAE,"Ocenebra interfossa","Carpenter, 1864",,,12686
MURICIDAE,"Ocenebra lurida","(Middendorff, 1848)",,,12691
MURICIDAE,"Ocenebra minor","Dall, 1919",,,12704
MURICIDAE,"Ocenebra painei","(Dall, 1903)",,,12687
MURICIDAE,"Ocenebra squamulifera","(Carpenter and Gabb, 1869)",,,12705
MURICIDAE,"Ocenotrophon painei","(Dall, 1903)","ribbed rocksnail",,11639
MURICIDAE,"Ocinebrellus falcatus","(G. B. Sowerby II, 1834)",,,121120
MURICIDAE,"Ocinebrellus inornatus","(Récluz, 1851)",,,121121
MURICIDAE,"Ocinebrina atropurpurea","(Carpenter, 1865)","purple rocksnail",,11640
MURICIDAE,"Ocinebrina beta","(Dall, 1919)","beta rocksnail",,11642
MURICIDAE,"Ocinebrina circumtexta","(Stearns, 1871)","circled rocksnail",,11643
MURICIDAE,"Ocinebrina foveolata","(Hinds, 1844)","dim rocksnail",,11644
MURICIDAE,"Ocinebrina gracillima","(Stearns, 1871)","graceful rocksnail",,11645
MURICIDAE,"Ocinebrina interfossa","(Carpenter, 1864)",,,11648
MURICIDAE,"Ocinebrina lurida","(Middendorff, 1848)","lurid rocksnail",,11649
MURICIDAE,"Ocinebrina squamulifera","(Carpenter, 1869)","scaly rocksnail",,11652
MURICIDAE,"Ocinebrina tracheia","(Dall, 1919)",,,11653
MURICIDAE,"Paciocinebrina atropurpurea","(Carpenter, 1865)",,,232434
MURICIDAE,"Paciocinebrina barbarensis","(Gabb, 1865)",,,275496
MURICIDAE,"Paciocinebrina circumtexta","(Stearns, 1871)",,,179365
MURICIDAE,"Paciocinebrina foveolata","(Hinds, 1844)",,,161287
MURICIDAE,"Paciocinebrina fraseri","(I. S. Oldroyd, 1920)",,,275497
MURICIDAE,"Paciocinebrina gracillima","(Stearns, 1871)",,,180451
MURICIDAE,"Paciocinebrina interfossa","(Carpenter, 1864)",,,180452
MURICIDAE,"Paciocinebrina lurida","(Middendorff, 1848)",,,180454
MURICIDAE,"Paciocinebrina munda","(P. P. Carpenter, 1864)",,,275498
MURICIDAE,"Paciocinebrina sclera","(Dall, 1919)",,,232435
MURICIDAE,"Paciocinebrina squamulifera","(P. P. Carpenter, 1869)",,,275499
MURICIDAE,"Phyllonotus regius","(Swainson, 1821)",,,232716
MURICIDAE,"Plicopurpura patula","(Linnaeus, 1758)","widemouth rocksnail",,11687
MURICIDAE,"Pteropurpura centrifuga","(Hinds, 1844)",,,121565
MURICIDAE,"Pteropurpura deroyana","Berry, 1968",,,121566
MURICIDAE,"Pteropurpura erinaceoides","(Valenciennes, 1832)",,,141982
MURICIDAE,"Pteropurpura festiva","(Hinds, 1844)","festive murex",,12827
MURICIDAE,"Pteropurpura macroptera","(Deshayes, 1839)","frill-wing murex",,12825
MURICIDAE,"Pteropurpura trialata","(G. B. Sowerby II, 1834)",,,12826
MURICIDAE,"Pteropurpura vokesae","Emerson, 1964","wrinkle-wing murex",,12828
MURICIDAE,"Pterynotus alatus","(Röding, 1798)",,,121581
MURICIDAE,"Rapana bezoar","(Linnaeus, 1767)",,,121644
MURICIDAE,"Reishia clavigera","(Küster, 1860)",,,121649
MURICIDAE,"Roperia poulsoni","(Carpenter, 1864)",,,12846
MURICIDAE,"Scabrotrophon cerritensis","(Arnold, 1903)",,,11748
MURICIDAE,"Scabrotrophon clarki","J. H. McLean, 1996",,,11749
MURICIDAE,"Scabrotrophon grovesi","J. H. McLean, 1996",,,11750
MURICIDAE,"Scabrotrophon lasius","(Dall, 1919)","sandpaper trophon",,11751
MURICIDAE,"Scabrotrophon maltzani","(Kobelt and Kuster, 1878)",,,11752
MURICIDAE,"Scabrotrophon scitulus","(Dall, 1891)","spiny trophon",,11753
MURICIDAE,"Scabrotrophon stuarti","(E. A. Smith, 1880)",,,233311
MURICIDAE,"Semiricinula turbinoides","(Blainville, 1832)",,,121773
MURICIDAE,"Stramonita biserialis","(Blainville, 1832)",,,121900
MURICIDAE,"Stramonita canaliculata","(Gray, 1839)",,,121901
MURICIDAE,"Stramonita haemastoma","(Linnaeus, 1758)","Florida rocksnail",,11772
MURICIDAE,"Stramonita haemastoma canaliculata","(J. E. Gray, 1839)","Florida rocksnail",,19414
MURICIDAE,"Thais emarginata",,,,12751
MURICIDAE,"Thais kiosquiformis","(Duclos, 1832)",,,12755
MURICIDAE,"Thais lamellosa",,,,12752
MURICIDAE,"Thais patula",pansa ,,,176219
MURICIDAE,"Thais speciosa","(Valenciennes, 1832)",,,12762
MURICIDAE,"Trachypollia lugubris","(C. B. Adams, 1852)","dark drupe",,12876
MURICIDAE,"Tripterotyphis triangularis","(A. Adams, 1856)",,,159844
MURICIDAE,"Trophon catalinensis","Oldroyd, 1927",,,12804
MURICIDAE,"Trophon cerrosensis","Dall, 1891",,,12803
MURICIDAE,"Trophon cerrosensis catalinensis","Oldroyd, 1927",,,19701
MURICIDAE,"Trophon cerrosensis cerrosensis","Dall, 1891",,,19700
MURICIDAE,"Trophon geversianus","(Pallas, 1774)",,,122234
MURICIDAE,"Trophonopsis lasius","(Dall, 1919)",,,12728
MURICIDAE,"Trophonopsis orpheus","(Gould, 1849)",,,12729
MURICIDAE,"Trophonopsis scitulus","(Dall, 1891)",,,12714
MURICIDAE,"Trophonopsis tenuisculptus",Carpenter,,,12730
MURICIDAE,"Tylothais virgata","(Dillwyn, 1817)",,,159508
MURICIDAE,"Typhisopsis coronatus","(Broderip, 1833)",,,144863
MURICIDAE,"Urosalpinx cinerea","(Say, 1822)","Atlantic oyster drill",,12706
MURICIDAE,"Urosalpinx lurida","(Middendorff, 1848)",,,12708
MURICIDAE,"Urosalpinx subangulata","(Stearns, 1873)",,,12712
MURICIDAE,"Vasula deltoidea","(Lamarck, 1822)",,,122332
MURICIDAE,"Vasula melones","(Duclos, 1832)",,,122333
MURICIDAE,"Vasula speciosa","(Valenciennes, 1832)",,,122334
MURICIDAE,"Vitularia salebrosa","(King, 1832)",,,122455
MURICIDAE,"Vokesimurex elenensis","(Dall, 1909)",,,122466
MURICIDAE,"Zacatrophon beebei","(Hertlein & Strong, 1948)",,,122528
MYCALIDAE,"Mycale adhaerens","(Lambe, 1894)",,,103696
MYCALIDAE,"Mycale hispida","(Lambe, 1893)",,,103700
MYCALIDAE,"Mycale lingua","(Bowerbank, 1866)",,,103702
MYCALIDAE,"Mycale loveni","(Fristedt, 1887)",,,103708
MYCALIDAE,"Mycale macginitiei","de Laubenfels, 1930",,,161969
MYCALIDAE,"Mycale richardsoni",,,,103713
MYCALIDAE,"Mycale toporoki","Koltun, 1958",,,103715
MYCALIDAE,"Paresperella psila","de Laubenfels, 1930",,,103748
MYCALIDAE,"Wilsa hymena","de Laubenfels, 1930",,,103751
MYICOLIDAE,"Pseudomyicola spinosus","(Raffaele and Monticelli, 1885)",,,51688
MYIDAE,"Cryptomya californica","(Conrad, 1837)",,,21124
MYIDAE,"Mya arenaria","Linnaeus, 1758",,,21125
MYIDAE,"Mya truncata","Linnaeus, 1758",,,21127
MYIDAE,"Platyodon cancellatus","(Conrad, 1837)",,,21133
MYIDAE,"Sphenia fragilis","(H. Adams & A. Adams, 1854)",,,143255
MYIDAE,"Sphenia luticola","(Valenciennes, 1846)","Pacific sphenia",,21137
MYIDAE,"Sphenia ovoidea","Carpenter, 1864",,,21138
MYRIAPORIDAE,"Myriozoum coarctatum",,,,112163
MYRIOTROCHIDAE,"Myriotrochus giganteus","Clark, 1920",,,26697
MYRRHINIDAE,"Hermissenda crassicornis","(Eschscholtz, 1831)",hermissenda,,15259
MYRRHINIDAE,"Hermissenda opalescens","(J. G. Cooper, 1863)",,,148385
MYSIDAE,"Acanthomysis bowmani","Modlin and Orsi, 1997",,,39132
MYSIDAE,"Acanthomysis californica","Murano and Chess, 1987",,,40629
MYSIDAE,"Acanthomysis hwanhaiensis","Ii, 1964",,,40606
MYSIDAE,"Alienacanthomysis macropsis","(W. M. Tattersall, 1932)",,,41026
MYSIDAE,"Amathimysis trigibba","Murano and Chess, 1987",,,41036
MYSIDAE,"Archaeomysis grebnitzkii","Czerniavsky, 1882",,,40641
MYSIDAE,"Boreomysis arctica","(Krøyer, 1861)",,,40649
MYSIDAE,"Boreomysis californica","Ortmann, 1894",,,40644
MYSIDAE,"Boreomysis inermis","(Willemoes-Suhm, 1874)",,,40645
MYSIDAE,"Bowmaniella banneri","Bacescu, 1968",,,40969
MYSIDAE,"Caesaromysis hispida","Ortmann, 1893",,,40682
MYSIDAE,"Coifmanniella johnsoni","(Tattersall, 1937)",,,244569
MYSIDAE,"Columbiaemysis ignota","Holmquist, 1982",,,38982
MYSIDAE,"Deltamysis holmquistae","Bowman and Orsi, 1992",,,38984
MYSIDAE,"Exacanthomysis davisi","(A. H. Banner, 1948)",,,40584
MYSIDAE,"Heteromysis odontops","A. O. Walker, 1898",,,40693
MYSIDAE,"Hippacanthomysis platypoda","Murano and Chess, 1987",,,38988
MYSIDAE,"Holmesiella anomala","Ortmann, 1908",,,40740
MYSIDAE,"Holmesimysis costata","(Holmes, 1900)",,,40597
MYSIDAE,"Holmesimysis sculpta","(W. M. Tattersall, 1933)",,,40594
MYSIDAE,"Hyperacanthomysis longirostris","(Ii, 1936)",,,38989
MYSIDAE,"Metamysidopsis elongata","(Holmes, 1900)",,,41323
MYSIDAE,"Mysidella americana","A. H. Banner, 1948",,,40754
MYSIDAE,"Mysidopsis californica","W. M. Tattersall, 1932",,,40853
MYSIDAE,"Mysidopsis intii","Holmquist, 1957",,,40867
MYSIDAE,"Neomysis kadiakensis","Ortmann, 1908",,,40775
MYSIDAE,"Neomysis mercedis","Holmes, 1897",,,40776
MYSIDAE,"Neomysis rayii","(Murdoch, 1885)",,,40778
MYSIDAE,"Pacifacanthomysis nephrophthalma","(A. H. Banner, 1948)",,,40590
MYSIDAE,"Pseudomma truncatum","S. I. Smith, 1879",,,40812
MYSIDAE,"Siriella pacifica","Holmes, 1900",,,40912
MYSIDAE,"Siriella thompsonii","(H. Milne Edwards, 1837)",,,38993
MYSIDAE,"Telacanthomysis columbiae","(W. M. Tattersall, 1933)",,,38994
MYTILICOLIDAE,"Mytilicola orientalis","Mori, 1935","oyster redworm",,51690
MYTILIDAE,"Adula californiensis","(Philippi, 1847)","California datemussel",,15669
MYTILIDAE,"Adula diegensis","(Dall, 1911)","San Diego datemussel",,15670
MYTILIDAE,"Adula falcata","(Gould, 1851)",,,15671
MYTILIDAE,"Adula falcatoides","Habe, 1955",,,151943
MYTILIDAE,"Adula gruneri","(Philippi, 1851)","curved datemussel",,11323
