"qseqid.x","gi","accession","mismatch_forward","forward_start","forward_stop","staxids","distinct_entries.x","qseqid.y","mismatch_reverse","reverse_start","reverse_stop","distinct_entries.y","product_length"
"forward_row_1","46391334","AY504825.1","1",1139,1124,"29144",2,"reverse_row_1","2",953,969,2,186
"forward_row_1","54303805","AY625708.1","2",1140,1124,"322126",2,"reverse_row_1","2",953,969,2,187
"forward_row_1","54303809","AY625710.1","1",1140,1124,"143406",2,"reverse_row_1","2",953,970,2,187
"forward_row_1","62131698","AY882863.1","2",1140,1124,"194368",2,"reverse_row_1","1",955,970,2,185
"forward_row_1","62131700","AY882864.1","2",1140,1124,"194368",2,"reverse_row_1","1",955,970,2,185
"forward_row_1","62131710","AY882869.1","2",1140,1124,"194368",2,"reverse_row_1","1",955,970,2,185
"forward_row_1","62131720","AY882874.1","2",1140,1124,"194368",2,"reverse_row_1","1",955,970,2,185
"forward_row_1","62131722","AY882875.1","2",1140,1124,"194368",2,"reverse_row_1","1",955,970,2,185
"forward_row_1","62131724","AY882876.1","2",1140,1124,"194368",2,"reverse_row_1","1",955,970,2,185
"forward_row_1","62131726","AY882877.1","2",1140,1124,"194368",2,"reverse_row_1","1",955,970,2,185
"forward_row_1","63253657","AY952328.1","2",1141,1124,"327683",2,"reverse_row_1","1",955,970,2,186
"forward_row_1","66274426","AY986976.1","0",1141,1124,"41446",2,"reverse_row_1","0",953,969,2,188
"forward_row_1","1243416747","CP023333.1","1",15952323,15952308,"7227",48,"reverse_row_1","1",15952207,15952222,48,116
"forward_row_1","1243416814","CP023339.1","1",15952157,15952142,"7227",49,"reverse_row_1","1",15952041,15952056,49,116
"forward_row_1","2489242827","CP121862.1","1",15704789,15704774,"7240",35,"reverse_row_1","1",15704673,15704688,35,116
"forward_row_1","2489241181","CP121874.1","1",15704789,15704774,"7240",36,"reverse_row_1","1",15704673,15704688,36,116
"forward_row_1","2489242248","CP121880.1","1",15704789,15704774,"7240",37,"reverse_row_1","1",15704673,15704688,37,116
"forward_row_1","2489242014","CP121886.1","1",15704789,15704774,"7240",40,"reverse_row_1","1",15704673,15704688,40,116
"forward_row_1","2489241859","CP121892.1","1",15704789,15704774,"7240",36,"reverse_row_1","1",15704673,15704688,36,116
"forward_row_1","2489236005","CP121904.1","1",15704789,15704774,"7240",36,"reverse_row_1","1",15704673,15704688,36,116
"forward_row_1","2489233523","CP121914.1","1",15704789,15704774,"7240",37,"reverse_row_1","1",15704673,15704688,37,116
"forward_row_1","2489250169","CP122181.1","1",15704789,15704774,"7240",37,"reverse_row_1","1",15704673,15704688,37,116
"forward_row_1","2489249933","CP122187.1","1",15704789,15704774,"7240",38,"reverse_row_1","1",15704673,15704688,38,116
"forward_row_1","2489249776","CP122193.1","1",15704789,15704774,"7240",39,"reverse_row_1","1",15704673,15704688,39,116
"forward_row_1","2489244436","CP122199.1","1",15704789,15704774,"7240",39,"reverse_row_1","1",15704673,15704688,39,116
"forward_row_1","2489244128","CP122211.1","1",15704789,15704774,"7240",37,"reverse_row_1","1",15704673,15704688,37,116
"forward_row_1","2489243770","CP122217.1","1",15704789,15704774,"7240",38,"reverse_row_1","1",15704673,15704688,38,116
"forward_row_1","2489243977","CP122223.1","1",15704789,15704774,"7240",39,"reverse_row_1","1",15704673,15704688,39,116
"forward_row_1","2489243104","CP122229.1","1",15704789,15704774,"7240",37,"reverse_row_1","1",15704673,15704688,37,116
"forward_row_1","2489244713","CP122235.1","1",15704789,15704774,"7240",35,"reverse_row_1","1",15704673,15704688,35,116
"forward_row_1","2489235303","CP122272.1","1",15704789,15704774,"7240",35,"reverse_row_1","1",15704673,15704688,35,116
"forward_row_1","1001094","D58399.1","1",1139,1124,"8038",2,"reverse_row_1","2",953,970,2,186
"forward_row_1","73671870","DQ105208.1","2",1140,1124,"322126",2,"reverse_row_1","2",953,969,2,187
"forward_row_1","73671906","DQ105226.1","2",1140,1124,"341107",2,"reverse_row_1","2",953,969,2,187
"forward_row_1","73671966","DQ105256.1","1",1140,1124,"154816",2,"reverse_row_1","2",953,970,2,187
"forward_row_1","81007374","DQ197956.1","0",1139,1126,"349665",2,"reverse_row_1","1",953,970,2,186
"forward_row_1","81007428","DQ197983.1","2",1141,1124,"107242",2,"reverse_row_1","0",955,969,2,186
"forward_row_1","110610778","DQ678414.1","0",1141,1124,"394695",2,"reverse_row_1","1",953,970,2,188
"forward_row_1","110610780","DQ678415.1","0",1141,1124,"394704",2,"reverse_row_1","0",953,970,2,188
"forward_row_1","110610782","DQ678416.1","1",1141,1124,"72055",2,"reverse_row_1","0",953,970,2,188
"forward_row_1","110610784","DQ678417.1","0",1141,1124,"72058",2,"reverse_row_1","0",953,970,2,188
"forward_row_1","110610786","DQ678418.1","0",1141,1124,"214485",2,"reverse_row_1","1",953,970,2,188
"forward_row_1","110610788","DQ678419.1","0",1141,1124,"72060",2,"reverse_row_1","0",953,970,2,188
"forward_row_1","110610790","DQ678420.1","0",1141,1124,"72061",2,"reverse_row_1","1",953,970,2,188
"forward_row_1","110610792","DQ678421.1","0",1141,1124,"72091",2,"reverse_row_1","1",953,970,2,188
"forward_row_1","110610794","DQ678422.1","0",1141,1124,"72059",2,"reverse_row_1","0",953,970,2,188
"forward_row_1","110610796","DQ678423.1","0",1141,1124,"72056",2,"reverse_row_1","1",953,970,2,188
"forward_row_1","110610798","DQ678424.1","0",1141,1124,"72062",2,"reverse_row_1","1",953,970,2,188
"forward_row_1","110610800","DQ678425.1","0",1141,1124,"72063",2,"reverse_row_1","1",953,970,2,188
"forward_row_1","110610802","DQ678426.1","0",1141,1124,"394688",2,"reverse_row_1","1",953,970,2,188
"forward_row_1","110610804","DQ678427.1","0",1141,1124,"394690",2,"reverse_row_1","0",953,970,2,188
"forward_row_1","110610806","DQ678428.1","0",1141,1124,"72084",2,"reverse_row_1","1",953,970,2,188
"forward_row_1","110610808","DQ678429.1","0",1141,1124,"394698",2,"reverse_row_1","1",953,970,2,188
"forward_row_1","110610810","DQ678430.1","0",1141,1124,"72095",2,"reverse_row_1","0",953,970,2,188
"forward_row_1","110610812","DQ678431.1","0",1141,1124,"72092",2,"reverse_row_1","0",953,970,2,188
"forward_row_1","110610814","DQ678432.1","0",1141,1124,"72101",2,"reverse_row_1","0",955,970,2,186
"forward_row_1","110610816","DQ678433.1","0",1141,1124,"72101",2,"reverse_row_1","0",955,970,2,186
"forward_row_1","110610818","DQ678434.1","0",1141,1124,"72070",2,"reverse_row_1","0",953,970,2,188
"forward_row_1","110610820","DQ678435.1","0",1141,1124,"72064",2,"reverse_row_1","1",953,970,2,188
"forward_row_1","110610822","DQ678436.1","0",1141,1124,"72066",2,"reverse_row_1","1",953,970,2,188
"forward_row_1","110610824","DQ678437.1","0",1141,1124,"72067",2,"reverse_row_1","0",953,970,2,188
"forward_row_1","110610826","DQ678438.1","0",1141,1124,"72069",2,"reverse_row_1","1",953,970,2,188
"forward_row_1","110610828","DQ678439.1","0",1141,1124,"72071",2,"reverse_row_1","0",955,970,2,186
"forward_row_1","110610830","DQ678440.1","0",1141,1124,"72072",2,"reverse_row_1","1",953,970,2,188
"forward_row_1","110610832","DQ678441.1","0",1141,1124,"72073",2,"reverse_row_1","0",953,969,2,188
"forward_row_1","110610834","DQ678442.1","0",1141,1124,"72074",2,"reverse_row_1","1",953,970,2,188
"forward_row_1","110610836","DQ678443.1","0",1141,1124,"72075",2,"reverse_row_1","1",953,970,2,188
"forward_row_1","110610838","DQ678444.1","0",1141,1124,"394691",2,"reverse_row_1","0",953,970,2,188
"forward_row_1","110610840","DQ678445.1","0",1141,1124,"72076",2,"reverse_row_1","0",953,970,2,188
"forward_row_1","110610842","DQ678446.1","0",1141,1124,"72077",2,"reverse_row_1","0",953,970,2,188
"forward_row_1","110610844","DQ678447.1","0",1141,1124,"72080",2,"reverse_row_1","1",955,970,2,186
"forward_row_1","110610846","DQ678448.1","0",1141,1124,"72081",2,"reverse_row_1","0",953,970,2,188
"forward_row_1","110610848","DQ678449.1","0",1141,1124,"72082",2,"reverse_row_1","0",953,970,2,188
"forward_row_1","110610850","DQ678450.1","0",1141,1124,"72083",2,"reverse_row_1","0",953,970,2,188
"forward_row_1","110610852","DQ678451.1","0",1141,1124,"394693",2,"reverse_row_1","0",953,970,2,188
"forward_row_1","110610854","DQ678452.1","0",1141,1124,"394699",2,"reverse_row_1","0",953,970,2,188
"forward_row_1","110610856","DQ678453.1","0",1141,1124,"72085",2,"reverse_row_1","0",953,970,2,188
"forward_row_1","110610858","DQ678454.1","0",1141,1124,"72086",2,"reverse_row_1","1",953,970,2,188
"forward_row_1","110610860","DQ678455.1","0",1141,1124,"394696",2,"reverse_row_1","0",953,970,2,188
"forward_row_1","110610862","DQ678456.1","0",1141,1124,"72087",2,"reverse_row_1","0",953,970,2,188
"forward_row_1","110610864","DQ678457.1","0",1141,1124,"72087",2,"reverse_row_1","0",953,970,2,188
"forward_row_1","110610866","DQ678458.1","0",1141,1124,"72088",2,"reverse_row_1","0",953,969,2,188
"forward_row_1","110610868","DQ678459.1","0",1141,1124,"72089",2,"reverse_row_1","0",953,970,2,188
"forward_row_1","110610870","DQ678460.1","0",1141,1124,"72090",2,"reverse_row_1","1",953,970,2,188
"forward_row_1","110610872","DQ678461.1","0",1141,1124,"72078",2,"reverse_row_1","1",953,970,2,188
"forward_row_1","110610874","DQ678462.1","0",1141,1124,"72093",2,"reverse_row_1","2",953,969,2,188
"forward_row_1","110610876","DQ678463.1","0",1141,1124,"394701",2,"reverse_row_1","0",953,970,2,188
"forward_row_1","110610878","DQ678464.1","0",1141,1124,"72094",2,"reverse_row_1","0",953,970,2,188
"forward_row_1","110610880","DQ678465.1","0",1141,1124,"394703",2,"reverse_row_1","0",953,970,2,188
"forward_row_1","110610882","DQ678466.1","0",1141,1124,"72096",2,"reverse_row_1","1",953,970,2,188
"forward_row_1","110610884","DQ678467.1","0",1141,1124,"72097",2,"reverse_row_1","1",953,970,2,188
"forward_row_1","110610886","DQ678468.1","0",1141,1124,"72098",2,"reverse_row_1","0",953,970,2,188
"forward_row_1","110610888","DQ678469.1","0",1141,1124,"72099",2,"reverse_row_1","0",953,970,2,188
"forward_row_1","110610890","DQ678470.1","0",1141,1124,"72100",2,"reverse_row_1","0",953,970,2,188
"forward_row_1","110610892","DQ678471.1","0",1141,1124,"320568",2,"reverse_row_1","0",955,970,2,186
"forward_row_1","110610894","DQ678472.1","0",1141,1124,"72102",2,"reverse_row_1","0",955,970,2,186
"forward_row_1","110610896","DQ678473.1","0",1141,1124,"201707",2,"reverse_row_1","0",953,970,2,188
"forward_row_1","110610898","DQ678474.1","0",1141,1124,"72104",2,"reverse_row_1","1",953,970,2,188
"forward_row_1","110610900","DQ678475.1","0",1141,1124,"72105",2,"reverse_row_1","1",953,970,2,188
"forward_row_1","110610902","DQ678476.1","0",1141,1124,"72106",2,"reverse_row_1","0",955,970,2,186
"forward_row_1","110610904","DQ678477.1","0",1141,1124,"394708",2,"reverse_row_1","0",953,970,2,188
"forward_row_1","110610906","DQ678478.1","0",1141,1124,"201710",2,"reverse_row_1","0",953,970,2,188
"forward_row_1","110610908","DQ678479.1","0",1141,1124,"72107",2,"reverse_row_1","0",955,970,2,186
"forward_row_1","110610910","DQ678480.1","0",1141,1124,"72108",2,"reverse_row_1","0",955,970,2,186
"forward_row_1","110610912","DQ678481.1","0",1141,1124,"214486",2,"reverse_row_1","0",953,970,2,188
"forward_row_1","110610914","DQ678482.1","0",1141,1124,"105747",2,"reverse_row_1","0",953,970,2,188
"forward_row_1","110610916","DQ678483.1","0",1141,1124,"160818",2,"reverse_row_1","0",953,970,2,188
"forward_row_1","110610918","DQ678484.1","0",1141,1124,"201708",2,"reverse_row_1","1",953,970,2,188
"forward_row_1","110610920","DQ678485.1","0",1141,1124,"173978",2,"reverse_row_1","0",953,970,2,188
"forward_row_1","110610922","DQ678486.1","0",1141,1124,"214490",2,"reverse_row_1","1",953,970,2,188
"forward_row_1","110610924","DQ678487.1","0",1141,1124,"394692",2,"reverse_row_1","0",953,970,2,188
"forward_row_1","110610926","DQ678488.1","0",1141,1124,"201702",2,"reverse_row_1","0",953,970,2,188
"forward_row_1","110610928","DQ678489.1","0",1141,1124,"160817",2,"reverse_row_1","0",953,970,2,188
"forward_row_1","110610930","DQ678490.1","0",1141,1124,"201706",2,"reverse_row_1","1",955,970,2,186
"forward_row_1","110610932","DQ678491.1","0",1141,1124,"214491",2,"reverse_row_1","0",953,970,2,188
"forward_row_1","110610934","DQ678492.1","0",1141,1124,"214487",2,"reverse_row_1","0",953,970,2,188
"forward_row_1","110610936","DQ678493.1","0",1141,1124,"160819",2,"reverse_row_1","1",953,970,2,188
"forward_row_1","110610938","DQ678494.1","0",1141,1124,"201709",2,"reverse_row_1","0",953,970,2,188
"forward_row_1","110610940","DQ678495.1","0",1141,1124,"214493",2,"reverse_row_1","1",953,970,2,188
"forward_row_1","110610942","DQ678496.1","0",1141,1124,"72079",2,"reverse_row_1","1",953,970,2,188
"forward_row_1","110610944","DQ678497.1","0",1141,1124,"394689;394700",2,"reverse_row_1","1",953,970,2,188
"forward_row_1","110610946","DQ678498.1","0",1141,1124,"201704",2,"reverse_row_1","0",953,969,2,188
"forward_row_1","110610948","DQ678499.1","0",1141,1126,"201712",2,"reverse_row_1","0",955,970,2,186
"forward_row_1","110610952","DQ678501.1","1",1141,1124,"201703",2,"reverse_row_1","1",955,970,2,186
"forward_row_1","110610954","DQ678502.1","0",1141,1124,"214483",2,"reverse_row_1","1",953,970,2,188
"forward_row_1","110610956","DQ678503.1","0",1141,1124,"201705",2,"reverse_row_1","0",953,970,2,188
"forward_row_1","110610960","DQ678505.1","0",1139,1126,"394686",2,"reverse_row_1","1",953,970,2,186
"forward_row_1","110610962","DQ678506.1","0",1141,1124,"394687",2,"reverse_row_1","1",953,970,2,188
"forward_row_1","110610964","DQ678507.1","0",1141,1124,"72103",2,"reverse_row_1","1",953,970,2,188
"forward_row_1","110610966","DQ678508.1","0",1141,1124,"394705",2,"reverse_row_1","0",953,970,2,188
"forward_row_1","110610968","DQ678509.1","0",1141,1124,"394697",2,"reverse_row_1","0",953,970,2,188
"forward_row_1","110610970","DQ678510.1","0",1141,1124,"394707",2,"reverse_row_1","1",953,969,2,188
"forward_row_1","110610972","DQ678511.1","0",1141,1124,"394706",2,"reverse_row_1","1",953,970,2,188
"forward_row_1","110610974","DQ678512.1","0",1141,1124,"394702",2,"reverse_row_1","0",953,970,2,188
"forward_row_1","110610976","DQ678513.1","0",1141,1124,"72057",2,"reverse_row_1","0",953,970,2,188
"forward_row_1","110610978","DQ678514.1","0",1141,1124,"394694",2,"reverse_row_1","1",953,970,2,188
"forward_row_1","110610980","DQ678515.1","0",1141,1124,"72065",2,"reverse_row_1","0",953,970,2,188
"forward_row_1","110610982","DQ678516.1","0",1141,1124,"41446",2,"reverse_row_1","0",953,969,2,188
"forward_row_1","134252321","EF151123.1","1",1141,1124,"432398",2,"reverse_row_1","1",953,969,2,188
"forward_row_1","129561699","EF427565.1","0",1139,1126,"349665",2,"reverse_row_1","2",953,970,2,186
"forward_row_1","133923620","EF439206.1","0",1139,1126,"349665",2,"reverse_row_1","1",953,970,2,186
"forward_row_1","133923622","EF439207.1","0",1139,1126,"349665",2,"reverse_row_1","1",953,970,2,186
"forward_row_1","133924272","EF439532.1","0",1139,1126,"349665",2,"reverse_row_1","1",953,970,2,186
"forward_row_1","154744911","EU036441.1","0",1139,1126,"202727",2,"reverse_row_1","1",953,970,2,186
"forward_row_1","154744913","EU036442.1","0",1139,1126,"202727",2,"reverse_row_1","1",953,970,2,186
"forward_row_1","159462065","EU224054.1","0",1139,1126,"202727",2,"reverse_row_1","1",953,970,2,186
"forward_row_1","159462067","EU224055.1","0",1139,1126,"202727",2,"reverse_row_1","1",953,970,2,186
"forward_row_1","170676893","EU492259.1","0",1139,1126,"349665",2,"reverse_row_1","1",953,970,2,186
"forward_row_1","170676895","EU492260.1","0",1139,1126,"349665",2,"reverse_row_1","1",953,970,2,186
"forward_row_1","170676925","EU492275.1","0",1141,1124,"394708",2,"reverse_row_1","0",953,970,2,188
"forward_row_1","226426417","FJ597623.1","1",1139,1124,"633558",2,"reverse_row_1","2",953,970,2,186
"forward_row_1","291170092","GQ174304.1","2",1140,1124,"743463",2,"reverse_row_1","1",953,969,2,187
"forward_row_1","291170096","GQ174306.1","2",1140,1124,"743463",2,"reverse_row_1","1",953,969,2,187
"forward_row_1","291170098","GQ174307.1","2",1140,1124,"743463",2,"reverse_row_1","1",953,969,2,187
"forward_row_1","291170100","GQ174308.1","2",1140,1124,"743463",2,"reverse_row_1","1",953,969,2,187
"forward_row_1","291170104","GQ174310.1","2",1140,1124,"743463",2,"reverse_row_1","1",953,969,2,187
"forward_row_1","291170106","GQ174311.1","2",1140,1124,"743463",2,"reverse_row_1","1",953,969,2,187
"forward_row_1","291170108","GQ174314.1","2",1140,1124,"743463",2,"reverse_row_1","2",953,969,2,187
"forward_row_1","291170112","GQ174316.1","2",1140,1124,"743463",2,"reverse_row_1","2",953,969,2,187
"forward_row_1","291170114","GQ174317.1","2",1140,1124,"743463",2,"reverse_row_1","2",953,969,2,187
"forward_row_1","291170116","GQ174318.1","2",1140,1124,"743463",2,"reverse_row_1","2",953,969,2,187
"forward_row_1","291170201","GQ174357.1","1",1140,1124,"322122",2,"reverse_row_1","2",953,969,2,187
"forward_row_1","291170213","GQ174359.1","2",1140,1124,"322118",2,"reverse_row_1","2",953,969,2,187
"forward_row_1","291170203","GQ174362.1","1",1140,1124,"322122",2,"reverse_row_1","2",953,969,2,187
"forward_row_1","307639970","HQ167698.1","1",1139,1124,"8036",2,"reverse_row_1","2",953,970,2,186
"forward_row_1","307639972","HQ167699.1","1",1139,1124,"8038",2,"reverse_row_1","2",953,970,2,186
"forward_row_1","333448392","HQ713631.1","0",1137,1124,"135752",2,"reverse_row_1","1",955,970,2,182
"forward_row_1","333448396","HQ713633.1","0",1137,1124,"135752",2,"reverse_row_1","1",955,970,2,182
"forward_row_1","375314358","JF340404.1","2",1140,1124,"2892046",2,"reverse_row_1","2",953,969,2,187
"forward_row_1","375314360","JF340405.1","2",1140,1124,"1136805",2,"reverse_row_1","2",953,969,2,187
"forward_row_1","375314362","JF340406.1","2",1140,1124,"1136806",2,"reverse_row_1","2",953,969,2,187
"forward_row_1","375314364","JF340407.1","2",1140,1124,"1136804",2,"reverse_row_1","2",953,969,2,187
"forward_row_1","375314366","JF340408.1","2",1140,1124,"297508",2,"reverse_row_1","2",953,969,2,187
"forward_row_1","338808241","JN003316.1","2",1140,1124,"194368",2,"reverse_row_1","1",955,970,2,185
"forward_row_1","378967020","JQ661382.1","1",15518,15503,"59291",2,"reverse_row_1","1",15334,15349,2,184
"forward_row_1","378967048","JQ661384.1","1",15518,15503,"59291",2,"reverse_row_1","1",15334,15349,2,184
"forward_row_1","378967062","JQ661385.1","1",15518,15503,"59291",2,"reverse_row_1","1",15334,15349,2,184
"forward_row_1","378967104","JQ661388.1","1",15518,15503,"59291",2,"reverse_row_1","1",15334,15349,2,184
"forward_row_1","378967118","JQ661389.1","1",15518,15503,"59291",2,"reverse_row_1","1",15334,15349,2,184
"forward_row_1","459665783","JX262004.1","1",1139,1124,"201498",2,"reverse_row_1","2",953,970,2,186
"forward_row_1","459665791","JX262008.1","1",1139,1124,"152113",2,"reverse_row_1","2",953,970,2,186
"forward_row_1","459665793","JX262009.1","1",1139,1124,"8039",2,"reverse_row_1","2",953,970,2,186
"forward_row_1","459665795","JX262010.1","1",1139,1124,"374848",2,"reverse_row_1","2",953,970,2,186
"forward_row_1","408833645","JX960789.1","1",1139,1124,"107322",2,"reverse_row_1","1",955,970,2,184
"forward_row_1","408833661","JX960797.1","1",1139,1124,"62062",2,"reverse_row_1","2",953,970,2,186
"forward_row_1","408833663","JX960798.1","1",1139,1124,"201498",2,"reverse_row_1","2",953,970,2,186
"forward_row_1","408833665","JX960799.1","1",1139,1124,"201498",2,"reverse_row_1","2",953,970,2,186
"forward_row_1","408833753","JX960843.1","1",1139,1124,"83385",2,"reverse_row_1","2",953,970,2,186
"forward_row_1","408833757","JX960845.1","1",1139,1124,"8036",2,"reverse_row_1","2",953,970,2,186
"forward_row_1","408833759","JX960846.1","1",1139,1124,"8036",2,"reverse_row_1","2",953,970,2,186
"forward_row_1","408833761","JX960847.1","1",1139,1124,"152106",2,"reverse_row_1","2",953,970,2,186
"forward_row_1","408833763","JX960848.1","1",1139,1124,"8037",2,"reverse_row_1","2",953,970,2,186
"forward_row_1","408833765","JX960849.1","1",1139,1124,"8037",2,"reverse_row_1","2",953,970,2,186
"forward_row_1","408833767","JX960850.1","1",1139,1124,"152107",2,"reverse_row_1","2",953,970,2,186
"forward_row_1","408833771","JX960852.1","1",1139,1124,"8038",2,"reverse_row_1","2",953,970,2,186
"forward_row_1","408833777","JX960855.1","1",1139,1124,"8039",2,"reverse_row_1","2",953,970,2,186
"forward_row_1","408833779","JX960856.1","1",1139,1124,"8039",2,"reverse_row_1","2",953,970,2,186
"forward_row_1","408833781","JX960857.1","1",1139,1124,"8040",2,"reverse_row_1","2",953,970,2,186
"forward_row_1","408833783","JX960858.1","1",1139,1124,"8040",2,"reverse_row_1","2",953,970,2,186
"forward_row_1","476004211","KC344825.1","1",761,746,"8040",2,"reverse_row_1","2",575,592,2,186
"forward_row_1","476004213","KC344826.1","1",698,683,"8040",2,"reverse_row_1","2",512,529,2,186
"forward_row_1","519122878","KC920394.1","1",6503,6488,"201498",2,"reverse_row_1","2",6317,6334,2,186
"forward_row_1","519122886","KC920395.1","1",6503,6488,"201498",2,"reverse_row_1","2",6317,6334,2,186
"forward_row_1","519122894","KC920396.1","1",6503,6488,"201498",2,"reverse_row_1","2",6317,6334,2,186
"forward_row_1","519122902","KC920397.1","1",6503,6488,"201498",2,"reverse_row_1","2",6317,6334,2,186
"forward_row_1","519122910","KC920398.1","1",6503,6488,"201498",2,"reverse_row_1","2",6317,6334,2,186
"forward_row_1","519122918","KC920399.1","1",6503,6488,"201498",2,"reverse_row_1","2",6317,6334,2,186
"forward_row_1","519122942","KC920402.1","1",6503,6488,"201498",2,"reverse_row_1","2",6317,6334,2,186
"forward_row_1","519122950","KC920403.1","1",6503,6488,"201498",2,"reverse_row_1","2",6317,6334,2,186
"forward_row_1","519122958","KC920404.1","1",6503,6488,"201498",2,"reverse_row_1","2",6317,6334,2,186
"forward_row_1","519122990","KC920408.1","1",6503,6488,"201498",2,"reverse_row_1","2",6317,6334,2,186
"forward_row_1","519123062","KC920417.1","1",6503,6488,"201498",2,"reverse_row_1","2",6317,6334,2,186
"forward_row_1","519123094","KC920421.1","1",6503,6488,"201498",2,"reverse_row_1","2",6317,6334,2,186
"forward_row_1","558518424","KF667491.1","0",15516,15499,"41446",2,"reverse_row_1","0",15328,15344,2,188
"forward_row_1","575525211","KF836442.1","0",15527,15510,"201706",2,"reverse_row_1","1",15341,15356,2,186
"forward_row_1","576896723","KF908853.1","1",16694,16679,"633558",2,"reverse_row_1","2",16508,16524,2,186
"forward_row_1","668348669","KJ711549.1","1",16771,16756,"201498",2,"reverse_row_1","2",16585,16602,2,186
"forward_row_1","668348683","KJ711550.1","1",16690,16675,"201498",2,"reverse_row_1","2",16504,16521,2,186
