"qseqid.x","gi","accession","mismatch_forward","forward_start","forward_stop","staxids","distinct_entries.x","qseqid.y","mismatch_reverse","reverse_start","reverse_stop","distinct_entries.y","product_length","taxid","species","superkingdom","kingdom","phylum","subphylum","superclass","class","subclass","order","family","subfamily","genus","infraorder","subcohort","superorder","superfamily","tribe","subspecies","subgenus","species.group","parvorder","varietas"
"forward_row_1",375299460,"JQ256952.1",0,902,917,"1137494",2,"reverse_row_1",2,1005,987,2,103,1137494,"Cercopithecus nictitans",NA,"Metazoa","Chordata","Craniata","Sarcopterygii","Mammalia",NA,"Primates","Cercopithecidae","Cercopithecinae","Cercopithecus","Simiiformes",NA,"Euarchontoglires","Cercopithecoidea",NA,"Cercopithecus nictitans martini",NA,NA,"Catarrhini",NA
"forward_row_1",545752114,"KF161203.1",1,1482,1498,"9606",2,"reverse_row_1",1,1586,1568,2,104,9606,"Homo sapiens",NA,"Metazoa","Chordata","Craniata","Sarcopterygii","Mammalia",NA,"Primates","Hominidae","Homininae","Homo","Simiiformes",NA,"Euarchontoglires","Hominoidea",NA,NA,NA,NA,"Catarrhini",NA
"forward_row_1",545755809,"KF161467.1",0,1482,1495,"9606",2,"reverse_row_1",1,1586,1568,2,104,9606,"Homo sapiens",NA,"Metazoa","Chordata","Craniata","Sarcopterygii","Mammalia",NA,"Primates","Hominidae","Homininae","Homo","Simiiformes",NA,"Euarchontoglires","Hominoidea",NA,NA,NA,NA,"Catarrhini",NA
"forward_row_1",545766715,"KF162246.1",1,1481,1497,"9606",2,"reverse_row_1",1,1585,1567,2,104,9606,"Homo sapiens",NA,"Metazoa","Chordata","Craniata","Sarcopterygii","Mammalia",NA,"Primates","Hominidae","Homininae","Homo","Simiiformes",NA,"Euarchontoglires","Hominoidea",NA,NA,NA,NA,"Catarrhini",NA
"forward_row_1",545766967,"KF162264.1",1,1482,1498,"9606",2,"reverse_row_1",1,1586,1568,2,104,9606,"Homo sapiens",NA,"Metazoa","Chordata","Craniata","Sarcopterygii","Mammalia",NA,"Primates","Hominidae","Homininae","Homo","Simiiformes",NA,"Euarchontoglires","Hominoidea",NA,NA,NA,NA,"Catarrhini",NA
"forward_row_1",545768619,"KF162382.1",1,1481,1497,"9606",2,"reverse_row_1",1,1585,1567,2,104,9606,"Homo sapiens",NA,"Metazoa","Chordata","Craniata","Sarcopterygii","Mammalia",NA,"Primates","Hominidae","Homininae","Homo","Simiiformes",NA,"Euarchontoglires","Hominoidea",NA,NA,NA,NA,"Catarrhini",NA
"forward_row_1",558478891,"KF661083.1",0,903,916,"9615",2,"reverse_row_1",3,1007,988,2,104,9615,"Canis lupus",NA,"Metazoa","Chordata","Craniata","Sarcopterygii","Mammalia",NA,"Carnivora","Canidae",NA,"Canis",NA,NA,"Laurasiatheria",NA,NA,"Canis lupus familiaris",NA,NA,NA,NA
"forward_row_1",1002819907,"KU523281.1",1,1481,1497,"9606",2,"reverse_row_1",1,1585,1567,2,104,9606,"Homo sapiens",NA,"Metazoa","Chordata","Craniata","Sarcopterygii","Mammalia",NA,"Primates","Hominidae","Homininae","Homo","Simiiformes",NA,"Euarchontoglires","Hominoidea",NA,NA,NA,NA,"Catarrhini",NA
"forward_row_1",1795718835,"LR742774.1",0,878,891,"9615",2,"reverse_row_1",3,982,963,2,104,9615,"Canis lupus",NA,"Metazoa","Chordata","Craniata","Sarcopterygii","Mammalia",NA,"Carnivora","Canidae",NA,"Canis",NA,NA,"Laurasiatheria",NA,NA,"Canis lupus familiaris",NA,NA,NA,NA
"forward_row_1",1795718846,"LR742785.1",1,883,899,"9615",2,"reverse_row_1",3,987,968,2,104,9615,"Canis lupus",NA,"Metazoa","Chordata","Craniata","Sarcopterygii","Mammalia",NA,"Carnivora","Canidae",NA,"Canis",NA,NA,"Laurasiatheria",NA,NA,"Canis lupus familiaris",NA,NA,NA,NA
"forward_row_1",1795735144,"LR742846.1",0,805,818,"9612",2,"reverse_row_1",3,909,890,2,104,9612,"Canis lupus",NA,"Metazoa","Chordata","Craniata","Sarcopterygii","Mammalia",NA,"Carnivora","Canidae",NA,"Canis",NA,NA,"Laurasiatheria",NA,NA,NA,NA,NA,NA,NA
"forward_row_1",1795715352,"LR745060.1",1,904,920,"9615",2,"reverse_row_1",3,1008,989,2,104,9615,"Canis lupus",NA,"Metazoa","Chordata","Craniata","Sarcopterygii","Mammalia",NA,"Carnivora","Canidae",NA,"Canis",NA,NA,"Laurasiatheria",NA,NA,"Canis lupus familiaris",NA,NA,NA,NA
"forward_row_1",1795715379,"LR745087.1",0,903,916,"9615",2,"reverse_row_1",3,1007,988,2,104,9615,"Canis lupus",NA,"Metazoa","Chordata","Craniata","Sarcopterygii","Mammalia",NA,"Carnivora","Canidae",NA,"Canis",NA,NA,"Laurasiatheria",NA,NA,"Canis lupus familiaris",NA,NA,NA,NA
"forward_row_1",1795715390,"LR745098.1",0,903,916,"9612",2,"reverse_row_1",3,1007,988,2,104,9612,"Canis lupus",NA,"Metazoa","Chordata","Craniata","Sarcopterygii","Mammalia",NA,"Carnivora","Canidae",NA,"Canis",NA,NA,"Laurasiatheria",NA,NA,NA,NA,NA,NA,NA
"forward_row_1",1800684094,"LS997707.1",1,1480,1496,"9606",2,"reverse_row_1",1,1584,1566,2,104,9606,"Homo sapiens",NA,"Metazoa","Chordata","Craniata","Sarcopterygii","Mammalia",NA,"Primates","Hominidae","Homininae","Homo","Simiiformes",NA,"Euarchontoglires","Hominoidea",NA,NA,NA,NA,"Catarrhini",NA
"forward_row_1",1800684342,"LS998781.1",1,1482,1498,"9606",2,"reverse_row_1",1,1586,1568,2,104,9606,"Homo sapiens",NA,"Metazoa","Chordata","Craniata","Sarcopterygii","Mammalia",NA,"Primates","Hominidae","Homininae","Homo","Simiiformes",NA,"Euarchontoglires","Hominoidea",NA,NA,NA,NA,"Catarrhini",NA
"forward_row_1",1280120397,"MF134662.1",1,922,938,"1983743",2,"reverse_row_1",2,1028,1009,2,106,1983743,"Haringtonhippus francisci",NA,"Metazoa","Chordata","Craniata","Sarcopterygii","Mammalia",NA,"Perissodactyla","Equidae",NA,"Haringtonhippus",NA,NA,"Laurasiatheria",NA,NA,NA,NA,NA,NA,NA
"forward_row_1",1268892911,"MF893973.1",0,900,915,"9541",2,"reverse_row_1",2,1004,985,2,104,9541,"Macaca fascicularis",NA,"Metazoa","Chordata","Craniata","Sarcopterygii","Mammalia",NA,"Primates","Cercopithecidae","Cercopithecinae","Macaca","Simiiformes",NA,"Euarchontoglires","Cercopithecoidea",NA,NA,NA,NA,"Catarrhini",NA
"forward_row_1",1382859395,"MG912808.1",1,15236,15220,"1137937",2,"reverse_row_1",2,15138,15157,2,98,1137937,"Chelonoidis duncanensis",NA,"Metazoa","Chordata","Craniata","Sarcopterygii",NA,"Testudinata","Testudines","Testudinidae",NA,"Chelonoidis",NA,NA,NA,"Testudinoidea",NA,NA,NA,NA,NA,NA
"forward_row_1",1535685348,"MH043585.1",1,1468,1484,"9606",2,"reverse_row_1",1,1572,1557,2,104,9606,"Homo sapiens",NA,"Metazoa","Chordata","Craniata","Sarcopterygii","Mammalia",NA,"Primates","Hominidae","Homininae","Homo","Simiiformes",NA,"Euarchontoglires","Hominoidea",NA,NA,NA,NA,"Catarrhini",NA
"forward_row_1",1538979434,"MK165676.1",1,1480,1496,"9606",2,"reverse_row_1",1,1584,1566,2,104,9606,"Homo sapiens",NA,"Metazoa","Chordata","Craniata","Sarcopterygii","Mammalia",NA,"Primates","Hominidae","Homininae","Homo","Simiiformes",NA,"Euarchontoglires","Hominoidea",NA,NA,NA,NA,"Catarrhini",NA
"forward_row_1",1538979532,"MK165683.1",1,1480,1496,"9606",2,"reverse_row_1",1,1584,1566,2,104,9606,"Homo sapiens",NA,"Metazoa","Chordata","Craniata","Sarcopterygii","Mammalia",NA,"Primates","Hominidae","Homininae","Homo","Simiiformes",NA,"Euarchontoglires","Hominoidea",NA,NA,NA,NA,"Catarrhini",NA
"forward_row_1",1573757601,"MK177461.1",1,875,891,"141262",2,"reverse_row_1",0,972,953,2,97,141262,"Andrias davidianus",NA,"Metazoa","Chordata","Craniata","Sarcopterygii","Amphibia",NA,"Caudata","Cryptobranchidae",NA,"Andrias",NA,NA,"Batrachia","Cryptobranchoidea",NA,NA,NA,NA,NA,NA
"forward_row_1",1573757769,"MK177473.1",1,872,888,"141262",2,"reverse_row_1",0,969,952,2,97,141262,"Andrias davidianus",NA,"Metazoa","Chordata","Craniata","Sarcopterygii","Amphibia",NA,"Caudata","Cryptobranchidae",NA,"Andrias",NA,NA,"Batrachia","Cryptobranchoidea",NA,NA,NA,NA,NA,NA
"forward_row_1",1573757797,"MK177475.1",1,876,892,"141262",2,"reverse_row_1",0,973,954,2,97,141262,"Andrias davidianus",NA,"Metazoa","Chordata","Craniata","Sarcopterygii","Amphibia",NA,"Caudata","Cryptobranchidae",NA,"Andrias",NA,NA,"Batrachia","Cryptobranchoidea",NA,NA,NA,NA,NA,NA
"forward_row_1",1755164919,"MK241512.1",1,736,752,"2650018",2,"reverse_row_1",1,833,818,2,97,2650018,"Physalaemus sp. ZUEC 17591",NA,"Metazoa","Chordata","Craniata","Sarcopterygii","Amphibia",NA,"Anura","Leptodactylidae","Leiuperinae","Physalaemus",NA,NA,"Batrachia","Hyloidea",NA,NA,NA,NA,NA,NA
"forward_row_1",1609530231,"MK266758.1",1,815,831,"1903094",2,"reverse_row_1",1,911,892,2,96,1903094,"Sphaenorhynchus surdus",NA,"Metazoa","Chordata","Craniata","Sarcopterygii","Amphibia",NA,"Anura","Hylidae","Hylinae","Sphaenorhynchus",NA,NA,"Batrachia","Hyloidea","Dendropsophini",NA,NA,NA,NA,NA
"forward_row_1",1755826312,"MK347220.1",1,748,764,"2651309",2,"reverse_row_1",0,844,825,2,96,2651309,"Engystomops sp. SMRP516_2",NA,"Metazoa","Chordata","Craniata","Sarcopterygii","Amphibia",NA,"Anura","Leptodactylidae","Leiuperinae","Engystomops",NA,NA,"Batrachia","Hyloidea",NA,NA,NA,NA,NA,NA
"forward_row_1",1755826313,"MK347221.1",1,748,764,"2651310",2,"reverse_row_1",0,844,825,2,96,2651310,"Engystomops sp. SMRP516_3",NA,"Metazoa","Chordata","Craniata","Sarcopterygii","Amphibia",NA,"Anura","Leptodactylidae","Leiuperinae","Engystomops",NA,NA,"Batrachia","Hyloidea",NA,NA,NA,NA,NA,NA
"forward_row_1",1755826314,"MK347222.1",1,748,764,"2651311",2,"reverse_row_1",0,844,825,2,96,2651311,"Engystomops sp. SMRP516_4",NA,"Metazoa","Chordata","Craniata","Sarcopterygii","Amphibia",NA,"Anura","Leptodactylidae","Leiuperinae","Engystomops",NA,NA,"Batrachia","Hyloidea",NA,NA,NA,NA,NA,NA
"forward_row_1",1828713957,"MK909147.1",2,887,903,"102233",2,"reverse_row_1",2,992,974,2,105,102233,"Rhinoceros sondaicus",NA,"Metazoa","Chordata","Craniata","Sarcopterygii","Mammalia",NA,"Perissodactyla","Rhinocerotidae",NA,"Rhinoceros",NA,NA,"Laurasiatheria",NA,NA,NA,NA,NA,NA,NA
"forward_row_1",1789850276,"MK937026.1",0,903,915,"9612",2,"reverse_row_1",3,1007,988,2,104,9612,"Canis lupus",NA,"Metazoa","Chordata","Craniata","Sarcopterygii","Mammalia",NA,"Carnivora","Canidae",NA,"Canis",NA,NA,"Laurasiatheria",NA,NA,NA,NA,NA,NA,NA
"forward_row_1",1832296295,"MN181405.1",1,903,919,"9615",2,"reverse_row_1",3,1007,988,2,104,9615,"Canis lupus",NA,"Metazoa","Chordata","Craniata","Sarcopterygii","Mammalia",NA,"Carnivora","Canidae",NA,"Canis",NA,NA,"Laurasiatheria",NA,NA,"Canis lupus familiaris",NA,NA,NA,NA
"forward_row_1",1818906264,"MN334599.1",1,1462,1478,"9606",2,"reverse_row_1",1,1566,1548,2,104,9606,"Homo sapiens",NA,"Metazoa","Chordata","Craniata","Sarcopterygii","Mammalia",NA,"Primates","Hominidae","Homininae","Homo","Simiiformes",NA,"Euarchontoglires","Hominoidea",NA,NA,NA,NA,"Catarrhini",NA
"forward_row_1",1827515107,"MN699622.1",1,879,895,"9615",2,"reverse_row_1",3,983,964,2,104,9615,"Canis lupus",NA,"Metazoa","Chordata","Craniata","Sarcopterygii","Mammalia",NA,"Carnivora","Canidae",NA,"Canis",NA,NA,"Laurasiatheria",NA,NA,"Canis lupus familiaris",NA,NA,NA,NA
"forward_row_1",1897830494,"MT300205.1",0,899,914,"9541",2,"reverse_row_1",2,1003,984,2,104,9541,"Macaca fascicularis",NA,"Metazoa","Chordata","Craniata","Sarcopterygii","Mammalia",NA,"Primates","Cercopithecidae","Cercopithecinae","Macaca","Simiiformes",NA,"Euarchontoglires","Cercopithecoidea",NA,NA,NA,NA,"Catarrhini",NA
"forward_row_1",1897830522,"MT300207.1",0,886,901,"9541",2,"reverse_row_1",2,990,971,2,104,9541,"Macaca fascicularis",NA,"Metazoa","Chordata","Craniata","Sarcopterygii","Mammalia",NA,"Primates","Cercopithecidae","Cercopithecinae","Macaca","Simiiformes",NA,"Euarchontoglires","Cercopithecoidea",NA,NA,NA,NA,"Catarrhini",NA
"forward_row_1",1897830732,"MT300222.1",0,896,911,"9545",2,"reverse_row_1",2,1000,981,2,104,9545,"Macaca nemestrina",NA,"Metazoa","Chordata","Craniata","Sarcopterygii","Mammalia",NA,"Primates","Cercopithecidae","Cercopithecinae","Macaca","Simiiformes",NA,"Euarchontoglires","Cercopithecoidea",NA,NA,NA,NA,"Catarrhini",NA
"forward_row_1",1897830788,"MT300226.1",0,895,910,"9545",2,"reverse_row_1",2,999,980,2,104,9545,"Macaca nemestrina",NA,"Metazoa","Chordata","Craniata","Sarcopterygii","Mammalia",NA,"Primates","Cercopithecidae","Cercopithecinae","Macaca","Simiiformes",NA,"Euarchontoglires","Cercopithecoidea",NA,NA,NA,NA,"Catarrhini",NA
"forward_row_1",1883213097,"MT358315.1",1,298,314,"2727725",2,"reverse_row_1",1,396,377,2,98,2727725,"Bokermannohyla claresignata",NA,"Metazoa","Chordata","Craniata","Sarcopterygii","Amphibia",NA,"Anura","Hylidae","Hylinae","Bokermannohyla",NA,NA,"Batrachia","Hyloidea","Cophomantini",NA,NA,NA,NA,NA
"forward_row_1",1918978265,"MT823968.1",1,816,832,"2758964",2,"reverse_row_1",1,911,892,2,95,2758964,"Boana stenocephala",NA,"Metazoa","Chordata","Craniata","Sarcopterygii","Amphibia",NA,"Anura","Hylidae","Hylinae","Boana",NA,NA,"Batrachia","Hyloidea","Cophomantini",NA,NA,NA,NA,NA
"forward_row_1",1998567081,"MT928283.1",1,1443,1459,"9606",2,"reverse_row_1",1,1547,1529,2,104,9606,"Homo sapiens",NA,"Metazoa","Chordata","Craniata","Sarcopterygii","Mammalia",NA,"Primates","Hominidae","Homininae","Homo","Simiiformes",NA,"Euarchontoglires","Hominoidea",NA,NA,NA,NA,"Catarrhini",NA
"forward_row_1",1998567180,"MT928290.1",1,1443,1459,"9606",2,"reverse_row_1",1,1547,1529,2,104,9606,"Homo sapiens",NA,"Metazoa","Chordata","Craniata","Sarcopterygii","Mammalia",NA,"Primates","Hominidae","Homininae","Homo","Simiiformes",NA,"Euarchontoglires","Hominoidea",NA,NA,NA,NA,"Catarrhini",NA
"forward_row_1",2057493196,"MW846101.1",1,897,913,"46122",2,"reverse_row_1",2,1003,984,2,106,46122,"Equus sp.",NA,"Metazoa","Chordata","Craniata","Sarcopterygii","Mammalia",NA,"Perissodactyla","Equidae",NA,"Equus",NA,NA,"Laurasiatheria",NA,NA,NA,NA,NA,NA,NA
"forward_row_1",2102343633,"MZ595098.1",0,890,906,"38626",2,"reverse_row_1",0,988,969,2,98,38626,"Phascolarctos cinereus",NA,"Metazoa","Chordata","Craniata","Sarcopterygii","Mammalia",NA,"Diprotodontia","Phascolarctidae",NA,"Phascolarctos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"forward_row_1",2305948982,"ON496940.1",1,1483,1499,"9606",2,"reverse_row_1",1,1587,1569,2,104,9606,"Homo sapiens",NA,"Metazoa","Chordata","Craniata","Sarcopterygii","Mammalia",NA,"Primates","Hominidae","Homininae","Homo","Simiiformes",NA,"Euarchontoglires","Hominoidea",NA,NA,NA,NA,"Catarrhini",NA
"forward_row_1",2722344280,"OR400136.1",1,892,908,"9796",2,"reverse_row_1",2,998,979,2,106,9796,"Equus caballus",NA,"Metazoa","Chordata","Craniata","Sarcopterygii","Mammalia",NA,"Perissodactyla","Equidae",NA,"Equus",NA,NA,"Laurasiatheria",NA,NA,NA,NA,NA,NA,NA
"forward_row_1",2690282727,"OW244295.1",1,892,908,"174717",2,"reverse_row_1",2,992,973,2,100,174717,"Aldabrachelys abrupta",NA,"Metazoa","Chordata","Craniata","Sarcopterygii",NA,"Testudinata","Testudines","Testudinidae",NA,"Aldabrachelys",NA,NA,NA,"Testudinoidea",NA,NA,NA,NA,NA,NA
"forward_row_1",2742828141,"PP187738.1",1,443,459,"9615",2,"reverse_row_1",3,547,528,2,104,9615,"Canis lupus",NA,"Metazoa","Chordata","Craniata","Sarcopterygii","Mammalia",NA,"Carnivora","Canidae",NA,"Canis",NA,NA,"Laurasiatheria",NA,NA,"Canis lupus familiaris",NA,NA,NA,NA
"forward_row_1",2742828155,"PP187739.1",1,506,522,"9615",2,"reverse_row_1",3,610,591,2,104,9615,"Canis lupus",NA,"Metazoa","Chordata","Craniata","Sarcopterygii","Mammalia",NA,"Carnivora","Canidae",NA,"Canis",NA,NA,"Laurasiatheria",NA,NA,"Canis lupus familiaris",NA,NA,NA,NA
"forward_row_1",2742828687,"PP187777.1",1,903,919,"9615",2,"reverse_row_1",3,1007,988,2,104,9615,"Canis lupus",NA,"Metazoa","Chordata","Craniata","Sarcopterygii","Mammalia",NA,"Carnivora","Canidae",NA,"Canis",NA,NA,"Laurasiatheria",NA,NA,"Canis lupus familiaris",NA,NA,NA,NA
"forward_row_1",2739355075,"PP454693.1",1,883,899,"9615",2,"reverse_row_1",3,987,968,2,104,9615,"Canis lupus",NA,"Metazoa","Chordata","Craniata","Sarcopterygii","Mammalia",NA,"Carnivora","Canidae",NA,"Canis",NA,NA,"Laurasiatheria",NA,NA,"Canis lupus familiaris",NA,NA,NA,NA
