Scientific.Name	row_ids	AphiaID	taxonID	scientificNameID	acceptedNameUsageID	parentNameUsageID	scientificName	acceptedNameUsage	parentNameUsage	namePublishedIn	namePublishedInYear	kingdom	phylum	class	order	family	genus	subgenus	specificEpithet	infraspecificEpithet	taxonRank	scientificNameAuthorship	taxonomicStatus	modified	bibliographicCitation	references	identifier	title	datasetID.y	Accepted_AphiaID	parent_AphiaID	speciesNOsubgenus	parent_NCBI	accepted_NCBI	subtree_identifier_taxIDs	subtree_accepted_taxIDs	linear_noClaim_verified_directHits	circular_complete_verified_directHits	linear_noClaim_unverified_directHits	linear_complete_verified_directHits	circular_noClaim_unverified_directHits	circular_noClaim_verified_directHits	circular_claimComplete_verified_directHits	linear_claimComplete_verified_directHits	circular_complete_unverified_directHits	linear_complete_unverified_directHits	linear_noClaim_verified_subTreeHits	circular_complete_verified_subTreeHits	linear_noClaim_unverified_subTreeHits	linear_complete_verified_subTreeHits	circular_noClaim_unverified_subTreeHits	circular_noClaim_verified_subTreeHits	circular_claimComplete_verified_subTreeHits	linear_claimComplete_verified_subTreeHits	circular_complete_unverified_subTreeHits	linear_complete_unverified_subTreeHits	high_potential_sra_directHits	high_potential_sra_subTreeHits	other_potential_sra_directHits	other_potential_sra_subTreeHits	NCBI_identifier_kingdom	NCBI_identifier_phylum	NCBI_identifier_class	NCBI_identifier_order	NCBI_identifier_family	NCBI_identifier_genus	NCBI_identifier_species	NCBI_accepted_kingdom	NCBI_accepted_phylum	NCBI_accepted_class	NCBI_accepted_order	NCBI_accepted_family	NCBI_accepted_genus	NCBI_accepted_species
CAESIA FOSSATUS	R01026	1644052	urn:lsid:marinespecies.org:taxname:1644052	urn:lsid:marinespecies.org:taxname:1644052	urn:lsid:marinespecies.org:taxname:1644052	urn:lsid:marinespecies.org:taxname:560395	Caesia fossata	Caesia fossata	Caesia	NA	NA	Animalia	Mollusca	Gastropoda	Neogastropoda	Nassariidae	Caesia	NA	fossata	NA	Species	(A. Gould, 1850)	accepted	2023-02-25	MolluscaBase eds. (2024). MolluscaBase. Caesia fossata (A. Gould, 1850). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=1644052	https://www.marinespecies.org/aphia.php?p=taxdetails&id=1644052	NA	NA	NA	1644052	560395	Caesia fossata	NCBI:txid59100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CAESIA PERPINGUIS	R01027	1497956	urn:lsid:marinespecies.org:taxname:1497956	urn:lsid:marinespecies.org:taxname:1497956	urn:lsid:marinespecies.org:taxname:1497956	urn:lsid:marinespecies.org:taxname:560395	Caesia perpinguis	Caesia perpinguis	Caesia	NA	NA	Animalia	Mollusca	Gastropoda	Neogastropoda	Nassariidae	Caesia	NA	perpinguis	NA	Species	(Hinds, 1844)	accepted	2021-03-31	MolluscaBase eds. (2024). MolluscaBase. Caesia perpinguis (Hinds, 1844). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=1497956	https://www.marinespecies.org/aphia.php?p=taxdetails&id=1497956	NA	NA	NA	1497956	560395	Caesia perpinguis	NCBI:txid59100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CALAMORHYNCHUS PELLUCIDUS	R00111	236582	urn:lsid:marinespecies.org:taxname:236582	urn:lsid:marinespecies.org:taxname:236582	urn:lsid:marinespecies.org:taxname:236582	urn:lsid:marinespecies.org:taxname:236581	Calamorhynchus pellucidus	Calamorhynchus pellucidus	Calamorhynchus	Streets, T. H. (1879). Pelagic Amphipoda. <em>Proceedings of the Academy of Natural Sciences of Philadelphia, 1878.</em> 276–290, plate 2.	1879	Animalia	Arthropoda	Malacostraca	Amphipoda	Oxycephalidae	Calamorhynchus	NA	pellucidus	NA	Species	Streets, 1878	accepted	2010-11-22	Horton, T.; Lowry, J.; De Broyer, C.; Bellan-Santini, D.; Copilas-Ciocianu, D.; Corbari, L.; Costello, M.J.; Daneliya, M.; Dauvin, J.-C.; Fišer, C.; Gasca, R.; Grabowski, M.; Guerra-García, J.M.; Hendrycks, E.; Hughes, L.; Jaume, D.; Jazdzewski, K.; Kim, Y.-H.; King, R.; Krapp-Schickel, T.; LeCroy, S.; Lörz, A.-N.; Mamos, T.; Senna, A.R.; Serejo, C.; Souza-Filho, J.F.; Tandberg, A.H.; Thomas, J.D.; Thurston, M.; Vader, W.; Väinölä, R.; Valls Domedel, G.; Vonk, R.; White, K.; Zeidler, W. (2024). World Amphipoda Database. Calamorhynchus pellucidus Streets, 1878. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=236582	https://www.marinespecies.org/aphia.php?p=taxdetails&id=236582	NCBI:txid472041	To GenBank (4 nucleotides; 2 proteins)	ncbi	236582	236581	Calamorhynchus pellucidus	NCBI:txid472040	NCBI:txid472041	NCBI:txid472041	NCBI:txid472041	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Eukaryota	Arthropoda	Malacostraca	Amphipoda	Oxycephalidae	Calamorhynchus	Calamorhynchus pellucidus	Eukaryota	Arthropoda	Malacostraca	Amphipoda	Oxycephalidae	Calamorhynchus	Calamorhynchus pellucidus
CALANUS GLACIALIS	R08949	104465	urn:lsid:marinespecies.org:taxname:104465	urn:lsid:marinespecies.org:taxname:104465	urn:lsid:marinespecies.org:taxname:104465	urn:lsid:marinespecies.org:taxname:104152	Calanus glacialis	Calanus glacialis	Calanus	NA	NA	Animalia	Arthropoda	Copepoda	Calanoida	Calanidae	Calanus	NA	glacialis	NA	Species	Jaschnov, 1955	accepted	2004-12-21	Walter, T.C.; Boxshall, G. (2024). World of Copepods Database. Calanus glacialis Jaschnov, 1955. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=104465	https://www.marinespecies.org/aphia.php?p=taxdetails&id=104465	NCBI:txid113644	To GenBank (209792 nucleotides; 1177 proteins)	ncbi	104465	104152	Calanus glacialis	NCBI:txid6836	NCBI:txid113644	NCBI:txid113644	NCBI:txid113644	2___9686-17656___MG001884.1;MG001883.1___Calanus glacialis (NCBI:txid113644)	NA	1___20674-20674___MF422146.1___Calanus glacialis (NCBI:txid113644)	NA	NA	NA	NA	NA	NA	NA	2___9686-17656___MG001884.1;MG001883.1___Calanus glacialis (NCBI:txid113644)	NA	1___20674-20674___MF422146.1___Calanus glacialis (NCBI:txid113644)	NA	NA	NA	NA	NA	NA	NA	DRR612611;DRR612612;DRR612613;DRR612614;SRR6063609;SRR1151081	DRR612611;DRR612612;DRR612613;DRR612614;SRR6063609;SRR1151081	NA	NA	Eukaryota	Arthropoda	Hexanauplia	Calanoida	Calanidae	Calanus	Calanus glacialis	Eukaryota	Arthropoda	Hexanauplia	Calanoida	Calanidae	Calanus	Calanus glacialis
CALANUS GRACIALIS	R00179	104465	urn:lsid:marinespecies.org:taxname:104465	urn:lsid:marinespecies.org:taxname:104465	urn:lsid:marinespecies.org:taxname:104465	urn:lsid:marinespecies.org:taxname:104152	Calanus glacialis	Calanus glacialis	Calanus	NA	NA	Animalia	Arthropoda	Copepoda	Calanoida	Calanidae	Calanus	NA	glacialis	NA	Species	Jaschnov, 1955	accepted	2004-12-21	Walter, T.C.; Boxshall, G. (2024). World of Copepods Database. Calanus glacialis Jaschnov, 1955. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=104465	https://www.marinespecies.org/aphia.php?p=taxdetails&id=104465	NCBI:txid113644	To GenBank (209792 nucleotides; 1177 proteins)	ncbi	104465	104152	Calanus glacialis	NCBI:txid6836	NCBI:txid113644	NCBI:txid113644	NCBI:txid113644	2___9686-17656___MG001884.1;MG001883.1___Calanus glacialis (NCBI:txid113644)	NA	1___20674-20674___MF422146.1___Calanus glacialis (NCBI:txid113644)	NA	NA	NA	NA	NA	NA	NA	2___9686-17656___MG001884.1;MG001883.1___Calanus glacialis (NCBI:txid113644)	NA	1___20674-20674___MF422146.1___Calanus glacialis (NCBI:txid113644)	NA	NA	NA	NA	NA	NA	NA	DRR612611;DRR612612;DRR612613;DRR612614;SRR6063609;SRR1151081	DRR612611;DRR612612;DRR612613;DRR612614;SRR6063609;SRR1151081	NA	NA	Eukaryota	Arthropoda	Hexanauplia	Calanoida	Calanidae	Calanus	Calanus glacialis	Eukaryota	Arthropoda	Hexanauplia	Calanoida	Calanidae	Calanus	Calanus glacialis
CALANUS HYPERBOREUS	R08950	104467	urn:lsid:marinespecies.org:taxname:104467	urn:lsid:marinespecies.org:taxname:104467	urn:lsid:marinespecies.org:taxname:104467	urn:lsid:marinespecies.org:taxname:104152	Calanus hyperboreus	Calanus hyperboreus	Calanus	NA	NA	Animalia	Arthropoda	Copepoda	Calanoida	Calanidae	Calanus	NA	hyperboreus	NA	Species	Krøyer, 1838	accepted	2008-08-06	Walter, T.C.; Boxshall, G. (2024). World of Copepods Database. Calanus hyperboreus Krøyer, 1838. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=104467	https://www.marinespecies.org/aphia.php?p=taxdetails&id=104467	NCBI:txid114069	To GenBank (93300 nucleotides; 57 proteins)	ncbi	104467	104152	Calanus hyperboreus	NCBI:txid6836	NCBI:txid114069	NCBI:txid114069	NCBI:txid114069	NA	2___17910-17910___NC_019627.1;JX678968.1___Calanus hyperboreus (NCBI:txid114069)	NA	NA	NA	NA	NA	NA	NA	NA	NA	2___17910-17910___NC_019627.1;JX678968.1___Calanus hyperboreus (NCBI:txid114069)	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Eukaryota	Arthropoda	Hexanauplia	Calanoida	Calanidae	Calanus	Calanus hyperboreus	Eukaryota	Arthropoda	Hexanauplia	Calanoida	Calanidae	Calanus	Calanus hyperboreus
CALANUS MARSHALLAE	R00180;R08951;R10703;R11746;R18187;R18902	196770	urn:lsid:marinespecies.org:taxname:196770	urn:lsid:marinespecies.org:taxname:196770	urn:lsid:marinespecies.org:taxname:196770	urn:lsid:marinespecies.org:taxname:104152	Calanus marshallae	Calanus marshallae	Calanus	Frost, B.W. (1974). Calanus marshallae, a new species of calanoid copepod closely allied to the sibling species C. finmarchicus and C. glacialis. Marine Biology, Berlin 26(1):77-99, figs. 1-21, tabs. 1-5. (12-vii-1974)	1974	Animalia	Arthropoda	Copepoda	Calanoida	Calanidae	Calanus	NA	marshallae	NA	Species	Frost, 1974	accepted	2008-07-07	Walter, T.C.; Boxshall, G. (2024). World of Copepods Database. Calanus marshallae Frost, 1974. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=196770	https://www.marinespecies.org/aphia.php?p=taxdetails&id=196770	NCBI:txid136139	To GenBank (41 nucleotides; 17 proteins)	ncbi	196770	104152	Calanus marshallae	NCBI:txid6836	NCBI:txid136139	NCBI:txid136139	NCBI:txid136139	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Eukaryota	Arthropoda	Hexanauplia	Calanoida	Calanidae	Calanus	Calanus marshallae	Eukaryota	Arthropoda	Hexanauplia	Calanoida	Calanidae	Calanus	Calanus marshallae
CALANUS PACIFICUS	R00181;R08011;R08952;R10704;R11747;R15564;R18191;R18903	196771	urn:lsid:marinespecies.org:taxname:196771	urn:lsid:marinespecies.org:taxname:196771	urn:lsid:marinespecies.org:taxname:196771	urn:lsid:marinespecies.org:taxname:104152	Calanus pacificus	Calanus pacificus	Calanus	Brodsky, K.A. (1948). The pelagic Copepoda in the Japan Sea. Svobodnozhivushchie veslonogie rachki (Copepoda) Yapanskogo morya. <em>Izvestiya Tikhookeanskogo Nauchno-Issledovatel'skogo Instituta Rybnogo Khozyaistva i Okeanografii. Report on Pacific Ocean Fisheries, Oceanographic Institute.</em> 26:3-130, pls. 1-32. (Russian).	1948	Animalia	Arthropoda	Copepoda	Calanoida	Calanidae	Calanus	NA	pacificus	NA	Species	Brodsky, 1948	accepted	2008-07-07	Walter, T.C.; Boxshall, G. (2024). World of Copepods Database. Calanus pacificus Brodsky, 1948. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=196771	https://www.marinespecies.org/aphia.php?p=taxdetails&id=196771	NCBI:txid84301	To GenBank (30 nucleotides; 2 proteins)	ncbi	196771	104152	Calanus pacificus	NCBI:txid6836	NCBI:txid84301	NCBI:txid84301;NCBI:txid134764;NCBI:txid134765	NCBI:txid84301;NCBI:txid134764;NCBI:txid134765	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Eukaryota	Arthropoda	Hexanauplia	Calanoida	Calanidae	Calanus	Calanus pacificus	Eukaryota	Arthropoda	Hexanauplia	Calanoida	Calanidae	Calanus	Calanus pacificus
CALCARIUS LAPPONICUS	R17248	383230	urn:lsid:marinespecies.org:taxname:383230	NA	NA	NA	Calcarius lapponicus	Calcarius lapponicus	Calcarius	NA	NA	Animalia	Chordata	Aves	Passeriformes	Emberizidae	Calcarius	NA	lapponicus	NA	Species	(Linnaeus, 1758)	accepted	2011-04-08T06:18:06.150Z	WoRMS (2024). Calcarius lapponicus (Linnaeus, 1758). Accessed at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=383230 on 2024-11-08	https://www.marinespecies.org/aphia.php?p=taxdetails&id=383230	NCBI:txid135424	NA	NA	383230	383229	NA	NCBI:txid135423	NCBI:txid135424	NCBI:txid135424;NCBI:txid3123362;NCBI:txid3123363	NCBI:txid135424;NCBI:txid3123362;NCBI:txid3123363	NA	1___16827-16827___CM077482.1___Calcarius lapponicus (NCBI:txid135424)	NA	NA	NA	NA	NA	NA	NA	NA	NA	8___16815-16827___CM077482.1;OR242851.1;OR242850.1;OR242849.1;OR242848.1;OR242847.1;OR242846.1;OR242845.1___Calcarius lapponicus (NCBI:txid135424);Calcarius lapponicus coloratus (NCBI:txid3123363);Calcarius lapponicus alascensis (NCBI:txid3123362)	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Eukaryota	Chordata	Aves	Passeriformes	Fringillidae	Calcarius	Calcarius lapponicus	Eukaryota	Chordata	Aves	Passeriformes	Fringillidae	Calcarius	Calcarius lapponicus
CALCIGORGIA SPICULIFERA	R17533	378316	urn:lsid:marinespecies.org:taxname:378316	urn:lsid:marinespecies.org:taxname:378316	urn:lsid:marinespecies.org:taxname:378316	urn:lsid:marinespecies.org:taxname:378315	Calcigorgia spiculifera	Calcigorgia spiculifera	Calcigorgia	Broch, H. (1935). Oktocorallen des Nördlichsten Pazifischen Ozeans. <em>Avhandlinger utgitt av det Norske Videnskaps-Akademi i Oslo. I. Matem.-Naturvid. Klasse.</em> 1935(1): 1-53.	1935	Animalia	Cnidaria	Octocorallia	Malacalcyonacea	Malacalcyonacea incertae sedis	Calcigorgia	NA	spiculifera	NA	Species	Broch, 1935	accepted	2010-09-17	McFadden, C.S.; Cordeiro, R.; Williams, G.; van Ofwegen, L. (2024). World List of Octocorallia. Calcigorgia spiculifera Broch, 1935. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=378316	https://www.marinespecies.org/aphia.php?p=taxdetails&id=378316	NCBI:txid86556	To GenBank (24 nucleotides; 28 proteins)	ncbi	378316	378315	Calcigorgia spiculifera	NCBI:txid86555	NCBI:txid86556	NCBI:txid86556	NCBI:txid86556	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Eukaryota	Cnidaria	Anthozoa	Malacalcyonacea	Paramuriceidae	Calcigorgia	Calcigorgia spiculifera	Eukaryota	Cnidaria	Anthozoa	Malacalcyonacea	Paramuriceidae	Calcigorgia	Calcigorgia spiculifera
CALICOTYLE UROBATI	R12321	562189	urn:lsid:marinespecies.org:taxname:562189	urn:lsid:marinespecies.org:taxname:562189	urn:lsid:marinespecies.org:taxname:562189	urn:lsid:marinespecies.org:taxname:119307	Calicotyle urobati	Calicotyle urobati	Calicotyle	Bullard, S. A.; Overstreet, R. M. (2000). CALICOTYLE CALIFORNIENSIS N. SP. AND CALICOTYLE UROBATI N. SP. (MONOGENEA: CALICOTYLINAE) FROM ELASMOBRANCHS IN THE GULF OF CALIFORNIA. <em>Journal of Parasitology.</em> 86(5): 939-944.	2000	Animalia	Platyhelminthes	Monogenea	Monocotylidea	Monocotylidae	Calicotyle	NA	urobati	NA	Species	Bullard & Overstreet, 2000	accepted	2011-02-24	WoRMS (2024). Calicotyle urobati Bullard & Overstreet, 2000. Accessed at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=562189	https://www.marinespecies.org/aphia.php?p=taxdetails&id=562189	NA	NA	NA	562189	119307	Calicotyle urobati	NCBI:txid82856	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CALIDRIS ACUMINIATA	R17164	225955	urn:lsid:marinespecies.org:taxname:225955	urn:lsid:marinespecies.org:taxname:225955	urn:lsid:marinespecies.org:taxname:225955	urn:lsid:marinespecies.org:taxname:147432	Calidris acuminata	Calidris acuminata	Calidris	NA	NA	Animalia	Chordata	Aves	Charadriiformes	Scolopacidae	Calidris	NA	acuminata	NA	Species	(Horsfield, 1821)	accepted	2011-04-08	WoRMS (2024). Calidris acuminata (Horsfield, 1821). Accessed at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=225955	https://www.marinespecies.org/aphia.php?p=taxdetails&id=225955	NCBI:txid192723	To GenBank (10 nucleotides; 8 proteins)	ncbi	225955	147432	Calidris acuminata	NCBI:txid8918	NCBI:txid192723	NCBI:txid192723	NCBI:txid192723	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Eukaryota	Chordata	Aves	Charadriiformes	Scolopacidae	Calidris	Calidris acuminata	Eukaryota	Chordata	Aves	Charadriiformes	Scolopacidae	Calidris	Calidris acuminata
CALIDRIS ALBA	R17166	159084	urn:lsid:marinespecies.org:taxname:159084	urn:lsid:marinespecies.org:taxname:159084	urn:lsid:marinespecies.org:taxname:159084	urn:lsid:marinespecies.org:taxname:147432	Calidris alba	Calidris alba	Calidris	NA	NA	Animalia	Chordata	Aves	Charadriiformes	Scolopacidae	Calidris	NA	alba	NA	Species	(Pallas, 1764)	accepted	2018-09-10	WoRMS (2024). Calidris alba (Pallas, 1764). Accessed at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=159084	https://www.marinespecies.org/aphia.php?p=taxdetails&id=159084	NCBI:txid279936	To GenBank (82 nucleotides; 87 proteins)	ncbi	159084	147432	Calidris alba	NCBI:txid8918	NCBI:txid279936	NCBI:txid279936	NCBI:txid279936	NA	2___16642-16642___NC_060627.1;MW168384.1___Calidris alba (NCBI:txid279936)	NA	NA	NA	NA	NA	NA	NA	NA	NA	2___16642-16642___NC_060627.1;MW168384.1___Calidris alba (NCBI:txid279936)	NA	NA	NA	NA	NA	NA	NA	NA	SRR31371088	SRR31371088	SRR13150217	SRR13150217	Eukaryota	Chordata	Aves	Charadriiformes	Scolopacidae	Calidris	Calidris alba	Eukaryota	Chordata	Aves	Charadriiformes	Scolopacidae	Calidris	Calidris alba
CALIDRIS ALPINA	R17165	159047	urn:lsid:marinespecies.org:taxname:159047	urn:lsid:marinespecies.org:taxname:159047	urn:lsid:marinespecies.org:taxname:159047	urn:lsid:marinespecies.org:taxname:147432	Calidris alpina	Calidris alpina	Calidris	NA	NA	Animalia	Chordata	Aves	Charadriiformes	Scolopacidae	Calidris	NA	alpina	NA	Species	(Linnaeus, 1758)	accepted	2011-04-08	WoRMS (2024). Calidris alpina (Linnaeus, 1758). Accessed at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=159047	https://www.marinespecies.org/aphia.php?p=taxdetails&id=159047	NCBI:txid8919	To GenBank (306 nucleotides; 185 proteins)	ncbi	159047	147432	Calidris alpina	NCBI:txid8918	NCBI:txid8919	NCBI:txid8919;NCBI:txid1471632;NCBI:txid3123364;NCBI:txid3123365	NCBI:txid8919;NCBI:txid1471632;NCBI:txid3123364;NCBI:txid3123365	1___9562-9562___MN122893.1___Calidris alpina (NCBI:txid8919)	2___16791-16791___NC_060626.1;MW168383.1___Calidris alpina (NCBI:txid8919)	NA	NA	NA	NA	NA	NA	NA	NA	1___9562-9562___MN122893.1___Calidris alpina (NCBI:txid8919)	10___16791-16902___OR242859.1;OR242858.1;OR242857.1;OR242856.1;OR242855.1;OR242854.1;OR242853.1;OR242852.1;NC_060626.1;MW168383.1___Calidris alpina pacifica (NCBI:txid3123365);Calidris alpina arcticola (NCBI:txid3123364);Calidris alpina (NCBI:txid8919)	NA	NA	NA	NA	NA	NA	NA	NA	SRR14876157	SRR14876157	SRR13150216	SRR13150216	Eukaryota	Chordata	Aves	Charadriiformes	Scolopacidae	Calidris	Calidris alpina	Eukaryota	Chordata	Aves	Charadriiformes	Scolopacidae	Calidris	Calidris alpina
CALIDRIS BAIRDII	R17167	159048	urn:lsid:marinespecies.org:taxname:159048	urn:lsid:marinespecies.org:taxname:159048	urn:lsid:marinespecies.org:taxname:159048	urn:lsid:marinespecies.org:taxname:147432	Calidris bairdii	Calidris bairdii	Calidris	NA	NA	Animalia	Chordata	Aves	Charadriiformes	Scolopacidae	Calidris	NA	bairdii	NA	Species	(Coues, 1861)	accepted	2011-04-27	WoRMS (2024). Calidris bairdii (Coues, 1861). Accessed at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=159048	https://www.marinespecies.org/aphia.php?p=taxdetails&id=159048	NCBI:txid279937	To GenBank (10 nucleotides; 9 proteins)	ncbi	159048	147432	Calidris bairdii	NCBI:txid8918	NCBI:txid279937	NCBI:txid279937	NCBI:txid279937	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	SRR31371086	SRR31371086	NA	NA	Eukaryota	Chordata	Aves	Charadriiformes	Scolopacidae	Calidris	Calidris bairdii	Eukaryota	Chordata	Aves	Charadriiformes	Scolopacidae	Calidris	Calidris bairdii
CALIDRIS CANUTUS	R17168	147433	urn:lsid:marinespecies.org:taxname:147433	urn:lsid:marinespecies.org:taxname:147433	urn:lsid:marinespecies.org:taxname:147433	urn:lsid:marinespecies.org:taxname:147432	Calidris canutus	Calidris canutus	Calidris	NA	NA	Animalia	Chordata	Aves	Charadriiformes	Scolopacidae	Calidris	NA	canutus	NA	Species	(Linnaeus, 1758)	accepted	2011-04-08	WoRMS (2024). Calidris canutus (Linnaeus, 1758). Accessed at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=147433	https://www.marinespecies.org/aphia.php?p=taxdetails&id=147433	NCBI:txid227173	To GenBank (105 nucleotides; 74 proteins)	ncbi	147433	147432	Calidris canutus	NCBI:txid8918	NCBI:txid227173	NCBI:txid227173	NCBI:txid227173	1___16578-16578___MT183697.1___Calidris canutus (NCBI:txid227173)	NA	NA	NA	NA	NA	NA	NA	NA	NA	1___16578-16578___MT183697.1___Calidris canutus (NCBI:txid227173)	NA	NA	NA	NA	NA	NA	NA	NA	NA	SRR31360531;SRR14572565;SRR7054149	SRR31360531;SRR14572565;SRR7054149	NA	NA	Eukaryota	Chordata	Aves	Charadriiformes	Scolopacidae	Calidris	Calidris canutus	Eukaryota	Chordata	Aves	Charadriiformes	Scolopacidae	Calidris	Calidris canutus
CALIDRIS MAURI	R17169	366588	urn:lsid:marinespecies.org:taxname:366588	urn:lsid:marinespecies.org:taxname:366588	urn:lsid:marinespecies.org:taxname:366588	urn:lsid:marinespecies.org:taxname:147432	Calidris mauri	Calidris mauri	Calidris	NA	NA	Animalia	Chordata	Aves	Charadriiformes	Scolopacidae	Calidris	NA	mauri	NA	Species	(Cabanis, 1857)	accepted	2011-04-08	WoRMS (2024). Calidris mauri (Cabanis, 1857). Accessed at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=366588	https://www.marinespecies.org/aphia.php?p=taxdetails&id=366588	NCBI:txid279941	To GenBank (440 nucleotides; 78 proteins)	ncbi	366588	147432	Calidris mauri	NCBI:txid8918	NCBI:txid279941	NCBI:txid279941	NCBI:txid279941	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Eukaryota	Chordata	Aves	Charadriiformes	Scolopacidae	Calidris	Calidris mauri	Eukaryota	Chordata	Aves	Charadriiformes	Scolopacidae	Calidris	Calidris mauri
CALIDRIS MELANOTOS	R17170	159053	urn:lsid:marinespecies.org:taxname:159053	urn:lsid:marinespecies.org:taxname:159053	urn:lsid:marinespecies.org:taxname:159053	urn:lsid:marinespecies.org:taxname:147432	Calidris melanotos	Calidris melanotos	Calidris	NA	NA	Animalia	Chordata	Aves	Charadriiformes	Scolopacidae	Calidris	NA	melanotos	NA	Species	(Vieillot, 1819)	accepted	2011-04-27	WoRMS (2024). Calidris melanotos (Vieillot, 1819). Accessed at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=159053	https://www.marinespecies.org/aphia.php?p=taxdetails&id=159053	NCBI:txid240202	To GenBank (351 nucleotides; 67 proteins)	ncbi	159053	147432	Calidris melanotos	NCBI:txid8918	NCBI:txid240202	NCBI:txid240202	NCBI:txid240202	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	SRR31371081;SRR14420407	SRR31371081;SRR14420407	NA	NA	Eukaryota	Chordata	Aves	Charadriiformes	Scolopacidae	Calidris	Calidris melanotos	Eukaryota	Chordata	Aves	Charadriiformes	Scolopacidae	Calidris	Calidris melanotos
CALIDRIS MINUTILLA	R17171	159054	urn:lsid:marinespecies.org:taxname:159054	urn:lsid:marinespecies.org:taxname:159054	urn:lsid:marinespecies.org:taxname:159054	urn:lsid:marinespecies.org:taxname:147432	Calidris minutilla	Calidris minutilla	Calidris	NA	NA	Animalia	Chordata	Aves	Charadriiformes	Scolopacidae	Calidris	NA	minutilla	NA	Species	(Vieillot, 1819)	accepted	2011-04-27	WoRMS (2024). Calidris minutilla (Vieillot, 1819). Accessed at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=159054	https://www.marinespecies.org/aphia.php?p=taxdetails&id=159054	NCBI:txid279935	To GenBank (390 nucleotides; 73 proteins)	ncbi	159054	147432	Calidris minutilla	NCBI:txid8918	NCBI:txid279935	NCBI:txid279935	NCBI:txid279935	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Eukaryota	Chordata	Aves	Charadriiformes	Scolopacidae	Calidris	Calidris minutilla	Eukaryota	Chordata	Aves	Charadriiformes	Scolopacidae	Calidris	Calidris minutilla
