"qseqid.x","gi","accession","mismatch_forward","forward_start","forward_stop","staxids","distinct_entries.x","qseqid.y","mismatch_reverse","reverse_start","reverse_stop","distinct_entries.y","product_length","taxid","species","superkingdom","kingdom","phylum","subphylum","superclass","class","subclass","order","family","subfamily","genus","infraorder","subcohort","superorder","superfamily","tribe","subspecies","subgenus","species.group","parvorder","varietas"
"forward_row_1","12248860","AB021899.1","0",134,152,"61127",2,"reverse_row_1","0",348,322,2,214,61127,"Anguilla dieffenbachii",NA,"Metazoa","Chordata","Craniata","Actinopterygii","Actinopteri","Neopterygii","Anguilliformes","Anguillidae",NA,"Anguilla",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"forward_row_1","12248861","AB021900.1","0",135,153,"48165",2,"reverse_row_1","0",350,324,2,215,48165,"Anguilla reinhardtii",NA,"Metazoa","Chordata","Craniata","Actinopterygii","Actinopteri","Neopterygii","Anguilliformes","Anguillidae",NA,"Anguilla",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"forward_row_1","12248862","AB021901.1","0",134,152,"7938",2,"reverse_row_1","0",348,322,2,214,7938,"Anguilla rostrata",NA,"Metazoa","Chordata","Craniata","Actinopterygii","Actinopteri","Neopterygii","Anguilliformes","Anguillidae",NA,"Anguilla",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"forward_row_1","6016900","AB032845.1","3",235,255,"9378",2,"reverse_row_1","0",453,427,2,218,9378,"Suncus murinus",NA,"Metazoa","Chordata","Craniata","Sarcopterygii","Mammalia",NA,"Eulipotyphla","Soricidae","Crocidurinae","Suncus",NA,NA,"Laurasiatheria",NA,NA,NA,NA,NA,NA,NA
"forward_row_1","6016901","AB032846.1","3",240,260,"62295",2,"reverse_row_1","0",460,434,2,220,62295,"Mogera wogura",NA,"Metazoa","Chordata","Craniata","Sarcopterygii","Mammalia",NA,"Eulipotyphla","Talpidae",NA,"Mogera",NA,NA,"Laurasiatheria",NA,NA,NA,NA,NA,NA,NA
"forward_row_1","6016902","AB032847.1","1",226,243,"105295",2,"reverse_row_1","0",442,416,2,216,105295,"Pipistrellus abramus",NA,"Metazoa","Chordata","Craniata","Sarcopterygii","Mammalia",NA,"Chiroptera","Vespertilionidae",NA,"Pipistrellus",NA,NA,"Laurasiatheria",NA,NA,NA,NA,NA,NA,NA
"forward_row_1","6097913","AB033609.1","3",230,250,"106106",2,"reverse_row_1","0",452,426,2,222,106106,"Urotrichus talpoides",NA,"Metazoa","Chordata","Craniata","Sarcopterygii","Mammalia",NA,"Eulipotyphla","Talpidae",NA,"Urotrichus",NA,NA,"Laurasiatheria",NA,NA,NA,NA,NA,NA,NA
"forward_row_1","7804453","AB042523.1","3",293,313,"10092",2,"reverse_row_1","0",510,484,2,217,10092,"Mus musculus",NA,"Metazoa","Chordata","Craniata","Sarcopterygii","Mammalia",NA,"Rodentia","Muridae","Murinae","Mus",NA,NA,"Euarchontoglires",NA,NA,"Mus musculus domesticus","Mus",NA,NA,NA
"forward_row_1","7798599","AB042524.1","3",293,313,"10092",2,"reverse_row_1","0",510,484,2,217,10092,"Mus musculus",NA,"Metazoa","Chordata","Craniata","Sarcopterygii","Mammalia",NA,"Rodentia","Muridae","Murinae","Mus",NA,NA,"Euarchontoglires",NA,NA,"Mus musculus domesticus","Mus",NA,NA,NA
"forward_row_1","8096291","AB042809.1","3",293,313,"10092",2,"reverse_row_1","0",510,484,2,217,10092,"Mus musculus",NA,"Metazoa","Chordata","Craniata","Sarcopterygii","Mammalia",NA,"Rodentia","Muridae","Murinae","Mus",NA,NA,"Euarchontoglires",NA,NA,"Mus musculus domesticus","Mus",NA,NA,NA
"forward_row_1","38453913","AB046473.2","1",299,317,"55117",2,"reverse_row_1","0",513,487,2,214,55117,"Eurypharynx pelecanoides",NA,"Metazoa","Chordata","Craniata","Actinopterygii","Actinopteri","Neopterygii","Anguilliformes","Eurypharyngidae",NA,"Eurypharynx",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"forward_row_1","38453735","AB047825.1","0",298,316,"136490",2,"reverse_row_1","1",510,484,2,212,136490,"Saccopharynx lavenbergi",NA,"Metazoa","Chordata","Craniata","Actinopterygii","Actinopteri","Neopterygii","Anguilliformes","Saccopharyngidae",NA,"Saccopharynx",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"forward_row_1","13365534","AB048585.1","2",1119,1136,"9615",2,"reverse_row_1","0",1331,1305,2,212,9615,"Canis lupus",NA,"Metazoa","Chordata","Craniata","Sarcopterygii","Mammalia",NA,"Carnivora","Canidae",NA,"Canis",NA,NA,"Laurasiatheria",NA,NA,"Canis lupus familiaris",NA,NA,NA,NA
"forward_row_1","13365536","AB048587.1","3",1657,1677,"9615",2,"reverse_row_1","0",1873,1847,2,216,9615,"Canis lupus",NA,"Metazoa","Chordata","Craniata","Sarcopterygii","Mammalia",NA,"Carnivora","Canidae",NA,"Canis",NA,NA,"Laurasiatheria",NA,NA,"Canis lupus familiaris",NA,NA,NA,NA
"forward_row_1","13365537","AB048588.1","3",1690,1710,"9615",2,"reverse_row_1","1",1906,1880,2,216,9615,"Canis lupus",NA,"Metazoa","Chordata","Craniata","Sarcopterygii","Mammalia",NA,"Carnivora","Canidae",NA,"Canis",NA,NA,"Laurasiatheria",NA,NA,"Canis lupus familiaris",NA,NA,NA,NA
"forward_row_1","13365538","AB048589.1","2",1946,1963,"9615",2,"reverse_row_1","1",2159,2133,2,213,9615,"Canis lupus",NA,"Metazoa","Chordata","Craniata","Sarcopterygii","Mammalia",NA,"Carnivora","Canidae",NA,"Canis",NA,NA,"Laurasiatheria",NA,NA,"Canis lupus familiaris",NA,NA,NA,NA
"forward_row_1","13365539","AB048590.1","3",2638,2658,"9615",2,"reverse_row_1","0",2854,2828,2,216,9615,"Canis lupus",NA,"Metazoa","Chordata","Craniata","Sarcopterygii","Mammalia",NA,"Carnivora","Canidae",NA,"Canis",NA,NA,"Laurasiatheria",NA,NA,"Canis lupus familiaris",NA,NA,NA,NA
"forward_row_1","10336604","AB049357.1","3",293,313,"10090;10092",2,"reverse_row_1","0",510,484,2,217,10090,"Mus musculus",NA,"Metazoa","Chordata","Craniata","Sarcopterygii","Mammalia",NA,"Rodentia","Muridae","Murinae","Mus",NA,NA,"Euarchontoglires",NA,NA,NA,"Mus",NA,NA,NA
"forward_row_1","13928312","AB049981.1","1",126,143,"118141",2,"reverse_row_1","0",346,320,2,220,118141,"Megalops cyprinoides",NA,"Metazoa","Chordata","Craniata","Actinopterygii","Actinopteri","Neopterygii","Elopiformes","Megalopidae",NA,"Megalops",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"forward_row_1","13928313","AB049982.1","1",129,147,"139719",2,"reverse_row_1","0",343,317,2,214,139719,"Moringua edwardsi",NA,"Metazoa","Chordata","Craniata","Actinopterygii","Actinopteri","Neopterygii","Anguilliformes","Moringuidae",NA,"Moringua",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"forward_row_1","13928314","AB049983.1","0",129,147,"139721",2,"reverse_row_1","0",348,322,2,219,139721,"Kaupichthys hyoproroides",NA,"Metazoa","Chordata","Craniata","Actinopterygii","Actinopteri","Neopterygii","Anguilliformes","Chlopsidae",NA,"Kaupichthys",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"forward_row_1","13928315","AB049984.1","0",125,143,"139722",2,"reverse_row_1","0",343,317,2,218,139722,"Gymnothorax kidako",NA,"Metazoa","Chordata","Craniata","Actinopterygii","Actinopteri","Neopterygii","Anguilliformes","Muraenidae","Muraeninae","Gymnothorax",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"forward_row_1","13928316","AB049985.1","0",129,147,"118154",2,"reverse_row_1","0",349,323,2,220,118154,"Synaphobranchus kaupii",NA,"Metazoa","Chordata","Craniata","Actinopterygii","Actinopteri","Neopterygii","Anguilliformes","Synaphobranchidae","Synaphobranchinae","Synaphobranchus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"forward_row_1","13928317","AB049986.1","0",129,147,"118157",2,"reverse_row_1","0",346,320,2,217,118157,"Ophisurus macrorhynchos",NA,"Metazoa","Chordata","Craniata","Actinopterygii","Actinopteri","Neopterygii","Anguilliformes","Ophichthidae","Ophichthinae","Ophisurus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"forward_row_1","13928318","AB049987.1","0",128,146,"118160",2,"reverse_row_1","0",342,316,2,214,118160,"Nessorhamphus danae",NA,"Metazoa","Chordata","Craniata","Actinopterygii","Actinopteri","Neopterygii","Anguilliformes","Derichthyidae",NA,"Nessorhamphus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"forward_row_1","13928319","AB049988.1","1",129,147,"118162",2,"reverse_row_1","0",344,318,2,215,118162,"Muraenesox bagio",NA,"Metazoa","Chordata","Craniata","Actinopterygii","Actinopteri","Neopterygii","Anguilliformes","Muraenesocidae",NA,"Muraenesox",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"forward_row_1","13928320","AB049989.1","2",126,144,"118170",2,"reverse_row_1","0",341,315,2,215,118170,"Nemichthys scolopaceus",NA,"Metazoa","Chordata","Craniata","Actinopterygii","Actinopteri","Neopterygii","Anguilliformes","Nemichthyidae",NA,"Nemichthys",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"forward_row_1","13928321","AB049990.1","0",129,147,"118177",2,"reverse_row_1","0",343,317,2,214,118177,"Nettastoma parviceps",NA,"Metazoa","Chordata","Craniata","Actinopterygii","Actinopteri","Neopterygii","Anguilliformes","Nettastomatidae",NA,"Nettastoma",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"forward_row_1","13928322","AB049991.1","0",127,145,"87100",2,"reverse_row_1","0",340,314,2,213,87100,"Stemonidium hypomelas",NA,"Metazoa","Chordata","Craniata","Actinopterygii","Actinopteri","Neopterygii","Anguilliformes","Serrivomeridae",NA,"Stemonidium",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"forward_row_1","12060445","AB053205.1","2",226,246,"48089",2,"reverse_row_1","0",444,418,2,218,48089,"Romerolagus diazi",NA,"Metazoa","Chordata","Craniata","Sarcopterygii","Mammalia",NA,"Lagomorpha","Leporidae",NA,"Romerolagus",NA,NA,"Euarchontoglires",NA,NA,NA,NA,NA,NA,NA
"forward_row_1","12060496","AB053258.1","3",226,246,"130834",2,"reverse_row_1","0",443,417,2,217,130834,"Ochotona hyperborea",NA,"Metazoa","Chordata","Craniata","Sarcopterygii","Mammalia",NA,"Lagomorpha","Ochotonidae",NA,"Ochotona",NA,NA,"Euarchontoglires",NA,NA,NA,NA,NA,NA,NA
"forward_row_1","13488716","AB058603.1","2",172,189,"156447",2,"reverse_row_1","0",386,360,2,214,156447,"Pentalagus furnessi",NA,"Metazoa","Chordata","Craniata","Sarcopterygii","Mammalia",NA,"Lagomorpha","Leporidae",NA,"Pentalagus",NA,NA,"Euarchontoglires",NA,NA,NA,NA,NA,NA,NA
"forward_row_1","13488725","AB058608.1","2",229,246,"156447",2,"reverse_row_1","0",443,417,2,214,156447,"Pentalagus furnessi",NA,"Metazoa","Chordata","Craniata","Sarcopterygii","Mammalia",NA,"Lagomorpha","Leporidae",NA,"Pentalagus",NA,NA,"Euarchontoglires",NA,NA,NA,NA,NA,NA,NA
"forward_row_1","13488726","AB058609.1","2",229,246,"156447",2,"reverse_row_1","0",443,417,2,214,156447,"Pentalagus furnessi",NA,"Metazoa","Chordata","Craniata","Sarcopterygii","Mammalia",NA,"Lagomorpha","Leporidae",NA,"Pentalagus",NA,NA,"Euarchontoglires",NA,NA,NA,NA,NA,NA,NA
"forward_row_1","13488727","AB058610.1","3",226,246,"62621",2,"reverse_row_1","0",445,419,2,219,62621,"Lepus timidus",NA,"Metazoa","Chordata","Craniata","Sarcopterygii","Mammalia",NA,"Lagomorpha","Leporidae",NA,"Lepus",NA,NA,"Euarchontoglires",NA,NA,NA,NA,NA,NA,NA
"forward_row_1","13488728","AB058611.1","3",226,246,"62621",2,"reverse_row_1","0",445,419,2,219,62621,"Lepus timidus",NA,"Metazoa","Chordata","Craniata","Sarcopterygii","Mammalia",NA,"Lagomorpha","Leporidae",NA,"Lepus",NA,NA,"Euarchontoglires",NA,NA,NA,NA,NA,NA,NA
"forward_row_1","13488729","AB058612.1","3",225,245,"156448",2,"reverse_row_1","0",444,418,2,219,156448,"Lepus brachyurus",NA,"Metazoa","Chordata","Craniata","Sarcopterygii","Mammalia",NA,"Lagomorpha","Leporidae",NA,"Lepus",NA,NA,"Euarchontoglires",NA,NA,NA,NA,NA,NA,NA
"forward_row_1","13488730","AB058613.1","3",225,245,"156448",2,"reverse_row_1","0",444,418,2,219,156448,"Lepus brachyurus",NA,"Metazoa","Chordata","Craniata","Sarcopterygii","Mammalia",NA,"Lagomorpha","Leporidae",NA,"Lepus",NA,NA,"Euarchontoglires",NA,NA,NA,NA,NA,NA,NA
"forward_row_1","13488731","AB058614.1","2",229,246,"156447",2,"reverse_row_1","0",443,417,2,214,156447,"Pentalagus furnessi",NA,"Metazoa","Chordata","Craniata","Sarcopterygii","Mammalia",NA,"Lagomorpha","Leporidae",NA,"Pentalagus",NA,NA,"Euarchontoglires",NA,NA,NA,NA,NA,NA,NA
"forward_row_1","338160344","AB070207.1","1",299,317,"42603",2,"reverse_row_1","1",517,491,2,218,42603,"Boulengerella maculata",NA,"Metazoa","Chordata","Craniata","Actinopterygii","Actinopteri","Neopterygii","Characiformes","Ctenoluciidae",NA,"Boulengerella",NA,"Ostariophysi","Characiphysae",NA,NA,NA,NA,NA,NA,NA
"forward_row_1","152962848","AB070243.1","2",298,316,"169291",2,"reverse_row_1","0",511,485,2,213,169291,"Phractolaemus ansorgii",NA,"Metazoa","Chordata","Craniata","Actinopterygii","Actinopteri","Neopterygii","Gonorynchiformes","Kneriidae","Phractolaeminae","Phractolaemus",NA,"Ostariophysi",NA,NA,NA,NA,NA,NA,NA,NA
"forward_row_1","27543905","AB074962.1","2",652,672,"9913",2,"reverse_row_1","0",867,841,2,215,9913,"Bos taurus",NA,"Metazoa","Chordata","Craniata","Sarcopterygii","Mammalia",NA,"Artiodactyla","Bovidae","Bovinae","Bos","Pecora",NA,"Laurasiatheria",NA,NA,NA,NA,NA,NA,NA
"forward_row_1","27543919","AB074963.1","2",652,672,"9913",2,"reverse_row_1","0",867,841,2,215,9913,"Bos taurus",NA,"Metazoa","Chordata","Craniata","Sarcopterygii","Mammalia",NA,"Artiodactyla","Bovidae","Bovinae","Bos","Pecora",NA,"Laurasiatheria",NA,NA,NA,NA,NA,NA,NA
"forward_row_1","27543933","AB074964.1","2",652,672,"9913",2,"reverse_row_1","0",867,841,2,215,9913,"Bos taurus",NA,"Metazoa","Chordata","Craniata","Sarcopterygii","Mammalia",NA,"Artiodactyla","Bovidae","Bovinae","Bos","Pecora",NA,"Laurasiatheria",NA,NA,NA,NA,NA,NA,NA
"forward_row_1","27543947","AB074965.1","2",652,672,"9913",2,"reverse_row_1","0",867,841,2,215,9913,"Bos taurus",NA,"Metazoa","Chordata","Craniata","Sarcopterygii","Mammalia",NA,"Artiodactyla","Bovidae","Bovinae","Bos","Pecora",NA,"Laurasiatheria",NA,NA,NA,NA,NA,NA,NA
"forward_row_1","27543961","AB074966.1","2",653,673,"9913",2,"reverse_row_1","0",868,842,2,215,9913,"Bos taurus",NA,"Metazoa","Chordata","Craniata","Sarcopterygii","Mammalia",NA,"Artiodactyla","Bovidae","Bovinae","Bos","Pecora",NA,"Laurasiatheria",NA,NA,NA,NA,NA,NA,NA
"forward_row_1","27543975","AB074967.1","2",652,672,"9913",2,"reverse_row_1","0",867,841,2,215,9913,"Bos taurus",NA,"Metazoa","Chordata","Craniata","Sarcopterygii","Mammalia",NA,"Artiodactyla","Bovidae","Bovinae","Bos","Pecora",NA,"Laurasiatheria",NA,NA,NA,NA,NA,NA,NA
"forward_row_1","27543989","AB074968.1","2",652,672,"9913",2,"reverse_row_1","0",867,841,2,215,9913,"Bos taurus",NA,"Metazoa","Chordata","Craniata","Sarcopterygii","Mammalia",NA,"Artiodactyla","Bovidae","Bovinae","Bos","Pecora",NA,"Laurasiatheria",NA,NA,NA,NA,NA,NA,NA
"forward_row_1","49256987","AB080275.1","2",472,490,"61221",2,"reverse_row_1","2",686,660,2,214,61221,"Varanus komodoensis",NA,"Metazoa","Chordata","Craniata","Sarcopterygii","Lepidosauria",NA,"Squamata","Varanidae",NA,"Varanus","Anguimorpha",NA,NA,"Varanoidea",NA,NA,NA,NA,NA,NA
"forward_row_1","42558149","AB086102.1","3",1531,1551,"9031",2,"reverse_row_1","0",1758,1732,2,227,9031,"Gallus gallus",NA,"Metazoa","Chordata","Craniata","Sarcopterygii","Aves",NA,"Galliformes","Phasianidae","Phasianinae","Gallus",NA,NA,"Galloanserae",NA,NA,NA,NA,NA,NA,NA
"forward_row_1","2563196150","AB089797.1","3",293,313,"10090",2,"reverse_row_1","0",510,484,2,217,10090,"Mus musculus",NA,"Metazoa","Chordata","Craniata","Sarcopterygii","Mammalia",NA,"Rodentia","Muridae","Murinae","Mus",NA,NA,"Euarchontoglires",NA,NA,NA,"Mus",NA,NA,NA
"forward_row_1","2563196164","AB089798.1","3",293,313,"10090",2,"reverse_row_1","0",510,484,2,217,10090,"Mus musculus",NA,"Metazoa","Chordata","Craniata","Sarcopterygii","Mammalia",NA,"Rodentia","Muridae","Murinae","Mus",NA,NA,"Euarchontoglires",NA,NA,NA,"Mus",NA,NA,NA
"forward_row_1","2563196178","AB089799.1","3",292,312,"186842",2,"reverse_row_1","0",509,483,2,217,186842,"Mus musculus x Mus spretus",NA,"Metazoa","Chordata","Craniata","Sarcopterygii","Mammalia",NA,"Rodentia","Muridae","Murinae","Mus",NA,NA,"Euarchontoglires",NA,NA,NA,"Mus",NA,NA,NA
"forward_row_1","84095089","AB095998.1","2",228,246,"136040",2,"reverse_row_1","0",441,415,2,213,136040,"Spirinchus lanceolatus",NA,"Metazoa","Chordata","Craniata","Actinopterygii","Actinopteri","Neopterygii","Osmeriformes","Osmeridae","Osmerinae","Spirinchus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
